id;label;function;year;place_print
2413;Johannes Broekhals & Maria Jakoba Versluis;Bruidspaar;1743;
2414;Jan Fittel & Welmet Roos;Bruidspaar;1743;
2415;Johan (Jr) Verstolk & Magdalena van Royen;Bruidspaar;1743;
2416;Meinard Uytwerf & Johanna Margareta Boogen;Bruidspaar;1743;
2417;Jan Cornelis Ockersse & Adriana Susanna Eversdyk;Bruidspaar;1743;
2418;Christiaen van Orsoy & Cornelia Noordhoorn;Bruidspaar;1743;
2419;Carel Bouman;Auteur;;
2420;Arnold Bouman;Auteur;;
2421;Abraham I Honkoop & Catharina Domhoff;Bruidspaar;1743;
2422;Johannes Laverman & Eva Dermout;Bruidspaar;1743;
2423;Arent Laverman;Auteur;;
2424;J. de Kruys;Auteur;;
2425;Jacob van Rossen & Elizabet Hillebrants Verlaan;Bruidspaar;1743;
2426;Albert Verlaan & Grietje Kat;Bruidspaar;1743;
2427;Hilbrand Verlaan;Auteur;;
2428;Adriaan Philipsz van der Goes & Adriana Cornelia van der Goes;Bruidspaar;1744;
2429;Willem Sulyard van Leeffdaell;Auteur;;
2430;Johan Wilhem Lormier & Sara Pelt;Bruidspaar;1744;
2431;Elias Schellinger & Elizabeth Buys;Bruidspaar;1744;
2432;Abraham Haverkamp;Auteur;;
2433;Jan Frederik Parvé;Auteur;;
2434;Anthony Pieter van Dishoeck & Cornelia Adriana Ockersse;Bruidspaar;1744;
2435;Augustus van der Sloot;Auteur;;
2436;Willem Lodewyk Pielat & Catharina Maria Francken;Bruidspaar;1744;
2437;Fredrik Sibinga & Harmanna Maria Wildervanck;Bruidspaar;1744;
2438;Johannes Adriani Mensinga;Auteur;;
2439;Pieter Muntinghe & Gezyne Geertruide Kiers;Bruidspaar;1744;
2440;Quint Pabus;Auteur;;
2441;Theodorus Brunsvelt van Hulten;Auteur;;
2442;Willem van Heemskerck & Haduina Antonia Backer;Bruidspaar;1744;
2443;Antoni van Heemskerck;Auteur;;
2444;Jacob van Stamhorst & Belia van den Heuvel;Bruidspaar;1744;
2445;Pieter van Weyler;Auteur;;
2446;A. Bakhuizen;Auteur;;
2447;Petrus Wilhelmus Vromans & Sara Du Toict;Bruidspaar;1744;
2448;Unico Evert Alberda & Theodora Elizabeth Sighers ther Borch;Bruidspaar;1744;
2449;Nicolaas Vegt & Suzanna van Acker;Bruidspaar;1745;
2450;Hubertus Immerseel & Agneta van Teylingen;Bruidspaar;1745;
2451;Gerard Hugaert & Femina Heems;Bruidspaar;1745;
2452;D. Ree;Auteur;;
2453;Arend de Graaf & Alida Cloppenburg;Bruidspaar;1745;
2454;Wilhelmus van den Broek & Maria van Lelyveld;Bruidspaar;1745;
2455;Pieter van den Broek;Auteur;;
2456;Jacobus de Boer;Auteur;;
2457;J.V.S.;Auteur;;
2458;Isaac van der Strengh;Auteur;;
2459;Hendrik Bicker (1722-1783) & Clara Magdalena Dedel;Bruidspaar;1745;
2460;Jacob van Balen & Clasina Jacoba Scholten;Bruidspaar;1745;
2461;Gysbert Scholten;Auteur;;
2462;Pieter Oursiere;Auteur;;
2463;Pieter Hoogenhuysen;Auteur;;
2464;Jan van Provisy & Anna Maria van Roma;Bruidspaar;1745;
2465;Joannes van Schelle;Auteur;;
2466;Jan Apostool & Cornelia de Witte;Bruidspaar;1745;
2467;Johannes Nieuwenhoff & Cecilia van Geest;Bruidspaar;1745;
2468;Balthazar Lobé;Auteur;;
2469;Johan Gualtherus van der Poort & Johanna Susanna van der Mandere;Bruidspaar;1745;
2470;Adriaen Leonard van Heteren & Woutryna Brigitta Lormier;Bruidspaar;1745;
2471;Willem Witgraft & Johanna Okkerman;Bruidspaar;1745;
2472;Jan van Cleeff & Adriana Charlotta van Bronkhorst;Bruidspaar;1745;
2473;Antonius de Wigman & Sara Johanna de Mauregnault;Bruidspaar;1745;
2474;Hendrik van Santen;Auteur;;
2475;Christiaan Albregt Fröichen & Magdalena Maria Noppen;Bruidspaar;1745;
2476;G. Noppen;Auteur;;
2477;Christiaan Murk;Auteur;;
2478;Anna Maria Fröichen geb. Heerup;Auteur;;
2479;Abraham Duysterloo;Auteur;;
2480;Herman Wolthers & Louisa Christina Conring;Bruidspaar;1746;
2481;Theophilus Hogersius;Auteur;;
2482;Johannes Paspoort & Anna van Lom;Bruidspaar;1746;
2483;Justus Balen & Anthonia van der Kool;Bruidspaar;1746;
2484;Kornelis van der Sleyden;Auteur;;
2485;Laurens Laasbye & Cornelia Hoebe;Bruidspaar;1746;
2486;Johannes Hoebe;Auteur;;
2487;Jan Laasbye;Auteur;;
2488;P. Hoebe;Auteur;;
2489;Oloff I.W. Jolles;Auteur;;
2490;J.E. Laasbye;Auteur;;
2491;D.D.Jz Geniets;Auteur;;
2492;Balthasar Eberhard Withof & Agatha Margareta de Berendrecht;Bruidspaar;1746;
2493;Joannes Hildebrand Withof;Auteur;;
2494;Joannes Philippus Laurentius Withof;Auteur;;
2495;Willem Schuyt & Elizabeth de Bosch;Bruidspaar;1746;
2496;Willem Willemsz van Citters & Gerardina Petronella Broenken;Bruidspaar;1746;
2497;David Fiers Kappeine;Auteur;;
2498;Dirk onder de Linden & Johanna Spanseerder;Bruidspaar;1746;
2499;Adriaan Wor;Auteur;;
2500;M. onder de Linden;Auteur;;
2501;Johanna Erkelens geb. van Overvelt;Auteur;;
2502;M. van Camp;Auteur;;
2503;Jacobus Bremer;Auteur;;
2504;Jan (Jr) Erkelens;Auteur;;
2505;Willem onder de Linden;Auteur;;
2506;Jacob Roest & Elizabeth Oem van Moesenbrouck;Bruidspaar;1746;
2507;Johan van Eysden;Auteur;;
2508;Cornelis Valk van Aelst & Anna Françoisa Johanna Catharina Sadelyn van Oosterwyk;Bruidspaar;1746;
2509;Ludovicus Kluyt;Auteur;;
2510;Coenraed Keun;Auteur;;
2511;Abraham de Bucquoy;Auteur;;
2512;Didericus Gregorius van Teylingen & Cornelia Leers;Bruidspaar;1746;
2513;Joannes Jens;Auteur;;
2514;Lucretia Wilhelmina van Merken;Auteur;;
2515;Jakob van der Linden;Auteur;;
2516;Joachim Oudaen (1716-1787;Auteur;;
2517;Jan Frederik Bachman & Johanna Catharina van den Broek;Bruidspaar;1746;
2518;W.D.B.;Auteur;;
2519;Cornelis Cornelisz van den Broek;Auteur;;
2520;Frans Ryk;Auteur;;
2521;A.H.;Auteur;;
2522;Cornelis Anthony Vos & Anna Maria Schorer;Bruidspaar;1746;
2523;Jacob Vos;Auteur;;
2524;Jacobus van de Poll & Cornelia Jacoba Wolters;Bruidspaar;1746;
2525;Michiel Baalde & Maria Geertruy van Koopstadt;Bruidspaar;1746;
2526;Jakob Kortebrant;Auteur;;
2527;Pieter van Driel & Anna Teerlink;Bruidspaar;1746;
2528;Jan van de Poll (1721-1801) & Anna Maria Dedel;Bruidspaar;1746;
2529;Jan Hudde Dedel;Auteur;;
2530;C.A. Swyghuizen;Auteur;;
2531;Mattheus Willem van Valkenburg & Christina Wynanda Le Leu de Wilhem;Bruidspaar;1747;
2532;Hermannus Joannes Egberts;Auteur;;
2533;Mauritius Willem Le Leu de Wilhem;Auteur;;
2534;A. Pietersz Reuvens;Auteur;;
2535;Isaac van Alphen & Johanna Martens;Bruidspaar;1747;
2536;Daniel Danielsz van Alphen;Auteur;;
2537;Jacobus Wilhelmus Behaghel;Auteur;;
2538;Johannes de Bruin & Johanna Hoogerscheit;Bruidspaar;1747;
2539;Gysbert Pietersz van Schelle;Auteur;;
2540;Abraham Adriaan de Boys & Jacoba Margaretha Lestevenon;Bruidspaar;1747;
2541;Johannes Bilstyn & Agneta de Bruyn;Bruidspaar;1747;
2542;Willem Wyngaards;Auteur;;
2543;Frederikus graaf van Gronsfeldt & Karolina Frederika Henrietta Maria gravin van Bentheim;Bruidspaar;1747;
2544;Dirk van der Steen;Auteur;;
2545;Jan Jansz Kox & Maria Oudaan;Bruidspaar;1747;
2546;Marinus de Meyer & Anthonia Zutterman;Bruidspaar;1747;
2547;A.J. Zutterman;Auteur;;
2548;Willem Joachim de Laver;Auteur;;
2549;Marinus Smytegelt;Auteur;;
2550;Pieter Michiel de Lichte;Auteur;;
2551;Jan Bouman;Auteur;;
2552;Joost Santes;Auteur;;
2553;Jan van Dyk;Auteur;;
2554;Jan Andries Paauw & Maria Muller;Bruidspaar;1747;
2555;Hendrik Kemper;Auteur;;
2556;Abraham Blussé & Kornelia Vallaré;Bruidspaar;1747;
2557;Jan van Gerwen;Auteur;;
2558;François Rygerbos & Sara Clasina ter Bruggen;Bruidspaar;1747;
2559;Jelle Witsen & Barber de Vos;Bruidspaar;1747;
2560;Gerrit Barendsz Nieukerk & Sara Hendrina Swartwout;Bruidspaar;1747;
2561;E. Rigagneau;Auteur;;
2562;Albertus van Dyk;Auteur;;
2563;Barend Nieukerk;Auteur;;
2564;Willem Hendrik van Rheden & Ida Bellaard;Bruidspaar;1747;
2565;Anna Geertruid van Wickede;Auteur;;
2566;Maria Agnes van Wickede;Auteur;;
2567;Jan Oldenhoven van Ryneveld & Helena van Doorn;Bruidspaar;1747;
2568;Pieter Boudewyn Peny & Cecilia Maria Steengracht;Bruidspaar;1747;
2569;Adriaan Steengracht;Auteur;;
2570;Cornelis Ruisch & Gezina de Kraker;Bruidspaar;1747;
2571;Johan Arnold Langerak & Alida Hovius;Bruidspaar;1747;
2572;Ph.B. C.V.H.;Auteur;;
2573;Leonard Nicolaas Esgers & Hillegonda Maria van den Heuvel;Bruidspaar;1747;
2574;Bernardus van Spyk & Johanna Catharina Pielat;Bruidspaar;1747;
2575;Josina Pielat;Auteur;;
2576;Aletta Catharina Pielat;Auteur;;
2577;Cornelis van Heycop;Auteur;;
2578;Johannes Climene Petraeus;Auteur;;
2579;Joannes van Herwerden (1714-1772) & Aletta Catharina Pielat;Bruidspaar;1748;
2580;C. Vollenhove;Auteur;;
2581;T.V.;Auteur;;
2582;Henricus van Herwerden;Auteur;;
2583;C.H. de Wit;Auteur;;
2584;Isaac Potholt;Auteur;;
2585;A. van der Kolk;Auteur;;
2586;Lucas Bols & Sara Zophia Bols;Bruidspaar;1748;
2587;C. Bols;Auteur;;
2588;J. Bols;Auteur;;
2589;Boislaus David Cassius;Auteur;;
2590;Rudolph Marcus;Auteur;;
2591;Dirk onder de Linden;Auteur;;
2592;C.P. Bols;Auteur;;
2593;Remees Floris van Zanen & Marie Maurize Le Leu de Wilhem;Bruidspaar;1748;
2594;Gysbert de Brouwer;Auteur;;
2595;Daniel Henrik Becker & Christina Catharina Haase;Bruidspaar;1748;
2596;F.H. van Berck;Auteur;;
2597;Johannes Lups;Auteur;;
2598;Goswyn Schluiter;Auteur;;
2599;Petrus Burman (1713-1778) & Dorothea Albertina Six;Bruidspaar;1748;
2600;Gysbert Pietersz van Schelle & Sara Hovendaal;Bruidspaar;1748;
2601;Gerrit Jan Mulders & Suzanna Maria Vosding;Bruidspaar;1748;
2602;Abraham Asschenbergh;Auteur;;
2603;Hermannus van Alphen & Maria van Musschenbroek;Bruidspaar;1748;
2604;Kryn van Duyvenboode & Neeltje Bras;Bruidspaar;1748;
2605;Simon Verlaan;Auteur;;
2606;Johan Fredrik Hoffmann & Sophia Caan;Bruidspaar;1749;
2607;Helena Catharina Freudenberg geb. Hoffmann;Auteur;;
2608;Maria Elisabetha Remy geb. Hoffmann;Auteur;;
2609;Anna Catharina Hackmann geb. Hoffmann;Auteur;;
2610;Johanetta Elisabetha Remy geb. Hoffmann;Auteur;;
2611;J.C.L.W.;Auteur;;
2612;Wouther de Kemp;Auteur;;
2613;Albert Hoffmann;Auteur;;
2614;Jacob van Dam & Anna Maria van Campen;Bruidspaar;1749;
2615;Hermanus de Vries;Auteur;;
2616;Nicolaas van der Dussen & Elisabeth Aletta Slicher;Bruidspaar;1749;
2617;Franc van der Burch;Auteur;;
2618;Jakob Burgvliet & Johanna van Proyen;Bruidspaar;1749;
2619;Jan Jacob Storm & Elisabeth Vroom;Bruidspaar;1749;
2620;Nicolaas H.S.J. Storm;Auteur;;
2621;Abraham Haverkamp & Petronella Johanna de Timmerman;Bruidspaar;1749;
2622;Gysbregt Beudt & Jakoba de Koning;Bruidspaar;1749;
2623;Jan Kok & Petronella Filedt;Bruidspaar;1749;
2624;Helena Filedt geb. Buyts;Auteur;;
2625;Hendrik Klasing & Jannetje de Harder;Bruidspaar;1749;
2626;H.C. Dreesing;Auteur;;
2627;Bernardus van der Woude;Auteur;;
2628;Leonardus de Jongh & Anna Elisabeth Geertruida van Son;Bruidspaar;1749;
2629;Joannes de Jong;Auteur;;
2630;Ernst Willem Higt & Dorothea Lemke;Bruidspaar;1749;
2631;Johannes Schrader;Auteur;;
2632;Joannes Pierson;Auteur;;
2633;Carolus Limberger;Auteur;;
2634;Gerbrandt Oldersma;Auteur;;
2635;Sywen Althuysen;Auteur;;
2636;Joannes van Schelle & Johanna Hovendaal;Bruidspaar;1749;
2637;Alexander Johan Hieronimus Huyssen & Anna Hurgronje;Bruidspaar;1749;
2638;Adrianus Wilhelmus Koning;Auteur;;
2639;M.Pz van den Vondel;Auteur;;
2640;Arnoldus de Ridder & Johanna Margareta Guillot;Bruidspaar;1749;
2641;Jacob Guillot (Jr);Auteur;;
2642;T. Sluyter;Auteur;;
2643;Elias Guillot;Auteur;;
2644;Jacob Pieter Sluyter;Auteur;;
2645;Johan Pieter Broeckhoff;Auteur;;
2646;Z.G.;Auteur;;
2647;Adriaan Geelmuyden;Auteur;;
2648;Bernard Cretier & Cornelia van Tongeren;Bruidspaar;1749;
2649;Antonia der Kinderen;Auteur;;
2650;Jacob Cretier;Auteur;;
2651;Ole Kierulf;Auteur;;
2652;Johannes de Ruyter & Joanna Maria Kortebrant;Bruidspaar;1749;
2653;Joannes van Lier;Auteur;;
2654;Mattheus de Kemp;Auteur;;
2655;Arnold Vosmaer;Auteur;;
2656;Jacobus van Essen & Susanna Magdaleena Wopkens;Bruidspaar;1750;
2657;Jacobus Blondél;Auteur;;
2658;Nicolaas Wilt & Rebekka Geertruid de Wilde;Bruidspaar;1750;
2659;Dirk Wilt;Auteur;;
2660;Jan Hendrik van Dam & Geertruida Kelderman;Bruidspaar;1750;
2661;Engelbert Kelderman Kelderman;Auteur;;
2662;Jan Noteman & Maria Meloen;Bruidspaar;1750;
2663;Hendrik Tadee;Auteur;;
2664;Jan Nicolaas Christiaan van Kretschmar & Maria Jacoba Mogge van Haamstede;Bruidspaar;1750;
2665;Rykje Bubbezon;Auteur;;
2666;Abraham Marteilhe;Auteur;;
2667;Andries Bicker (1724-1770) & Jacoba Berewout;Bruidspaar;1750;
2668;Arnoldus Ameshoff & Christina Lamberta Hoogenbergh;Bruidspaar;1750;
2669;Jan Elias Buys & Regina Martens;Bruidspaar;1750;
2670;Petrus Nieuwland (1722-1795) & Maria Margareta Mees;Bruidspaar;1750;
2671;Jan Jacob Brahe;Auteur;;
2672;Paulus Ribaut & Margareta Jacoba Huyge;Bruidspaar;1750;
2673;Judith Anias;Auteur;;
2674;Willem Wendilius van Berckel & Antonia Emilia Roosmale;Bruidspaar;1750;
2675;Catharina van Laren;Auteur;;
2676;Jan Willem van Hoogstraten;Auteur;;
2677;Johannes Fockens & Suzanna Gesner;Bruidspaar;1750;
2678;Gerard Fak;Auteur;;
2679;J. Schollevanger;Auteur;;
2680;Johannes Fockens;Auteur;;
2681;Franciscus Seuyse & Querelina Jacoba Biscop;Bruidspaar;1750;
2682;L. Bekker;Auteur;;
2683;Esaie Gillot & Lidie Passalaigue;Bruidspaar;1750;
2684;G. Brun;Auteur;;
2685;Jan Fransz Tayspil & Maria de Reus;Bruidspaar;1750;
2686;Joannes W.C. Rosiersz;Auteur;;
2687;Jan Arendsz Rog-aar;Auteur;;
2688;Petrus Leonardus Le Grand;Auteur;;
2689;Christina van Driest;Auteur;;
2690;Gerard Meerman & Maria Catharina Buys;Bruidspaar;1750;
2691;Thomas Hoog;Auteur;;
2692;Adrianus Felix ten Dall & Adriana Breur;Bruidspaar;1750;
2693;Pieter Koeye;Auteur;;
2694;A. Breur;Auteur;;
2695;Herman Evertsen & Anna Maria Parker;Bruidspaar;1750;
2696;Petronella Johanna de Timmerman;Auteur;;
2697;Christian Scholten van Aschat & Johanna Catharina van Wesele;Bruidspaar;1750;
2698;Frederik Vaster;Auteur;;
2699;Boudewyn Smit;Auteur;;
2700;Cornelis Domburg;Auteur;;
2701;Govert Rolandus;Auteur;;
2702;Laurens Peereboom & Elisabeth Jozina Copius;Bruidspaar;1751;
2703;Adrianus de Hart & Christina van Yzendoorn;Bruidspaar;1751;
2704;Pieter Anthony Wakkerdak;Auteur;;
2705;Hendrik Vos & Catharina Visscher;Bruidspaar;1751;
2706;Gerard Swam;Auteur;;
2707;Henricus Beeke;Auteur;;
2708;Theodorus Schrevelius & Elizabeth Glaudina van Teylingen;Bruidspaar;1751;
2709;Jacobus Benjamin Cobbe & Margareta Walburg Uytenboogaard;Bruidspaar;1751;
2710;Jan van Sterlingh;Auteur;;
2711;Baroldus Schultens & Anna Maria van Nispen;Bruidspaar;1751;
2712;Joannes van Nispen;Auteur;;
2713;Jan Jacob Serrurier & Johanna van der Strengh;Bruidspaar;1751;
2714;Joan Stouw & Helena Abigaël Lookermans;Bruidspaar;1751;
2715;Johannes van Paddenburg;Auteur;;
2716;J. Moesbergh;Auteur;;
2717;Johannes de Beunje & Cornelia Halewyn;Bruidspaar;1751;
2718;Joannes Halewyn;Auteur;;
2719;Meinard Steffens;Auteur;;
2720;Cornelis van den Kommer;Auteur;;
2721;Gysbert Verwey & Agneta Bruynvis;Bruidspaar;1751;
2722;Catharina Lamsvelt;Auteur;;
2723;Cornelius Blom & Agatha Constantia van Kuffeler;Bruidspaar;1751;
2724;Frederika Alida Tegneus;Auteur;;
2725;M.J. J.L. Pars;Auteur;;
2726;Johannes Ratelband;Auteur;;
2727;Hendrik Schim & Kornelia van Epenhuizen;Bruidspaar;1751;
2728;Willem van der Jagt;Auteur;;
2729;Hermannus van Gesseler & Enna Hillegonda Geertsema;Bruidspaar;1751;
2730;Cornelis Roepel & Theodora Heins;Bruidspaar;1751;
2731;Thaddeus Jacob van Bochoven & Margareta Isabella van Harscamp;Bruidspaar;1751;
2732;Susanna Maria Mill;Auteur;;
2733;Isaac de Melander & Maria Asschenbergh;Bruidspaar;1751;
2734;Elizabeth Provoost Kaals;Auteur;;
2735;H. de Melander;Auteur;;
2736;J. de Melander;Auteur;;
2737;Hendrik van den Hooght;Auteur;;
2738;Hendrik Schaade;Auteur;;
2739;Gerard Godard Taets van Amerongen & Anna Susanna Hasselaer;Bruidspaar;1751;
2740;Abraham Welsing & Agneta Marthens;Bruidspaar;1751;
2741;G. G.M. Marthens;Auteur;;
2742;Nicolaas Geelvinck (1732-1789) & Johanna Geertruy van de Poll;Bruidspaar;1751;
2743;Otto François Christiaan baron van Schak & Anna Reedelykheit;Bruidspaar;1751;
2744;Jacob Gerritsz Mars & Aagje Pater;Bruidspaar;1752;
2745;Willem Bras & Marritje van Keeren;Bruidspaar;1752;
2746;Kornelis Brem & Joanna Gray;Bruidspaar;1752;
2747;Simon Bake;Auteur;;
2748;Jakobus Andriessen & Maria Kornelia Burt;Bruidspaar;1752;
2749;Henricus M.G.M. Kintius;Auteur;;
2750;Jacob Petrus Matheusz Gargon;Auteur;;
2751;Willem Witgraft;Auteur;;
2752;Andreas Andriessen (1733-1800);Auteur;;
2753;Johan Andriessen;Auteur;;
2754;Willem Huygens & Elizabeth Boendermaker;Bruidspaar;1752;
2755;Sara Maria van der Wilp;Auteur;;
2756;Hendrik Caan & Katharina Deynoot;Bruidspaar;1752;
2757;Willem Fredrik Mogge van Haamstede & Johanna Eva Hartsinck;Bruidspaar;1752;
2758;Jan van (Jr) Vollenhoven & Elizabeth Jakoba Ghysen;Bruidspaar;1752;
2759;Gerhard Podt & Sara Alida Eekhout;Bruidspaar;1752;
2760;Johan Jansz de Munck & Johanna de Kanter;Bruidspaar;1752;
2761;Anna Maria Reitz;Auteur;;
2762;A.V.B.;Auteur;;
2763;Johan Jacob van Drunen;Auteur;;
2764;Adriaan van Bronckhorst & Meynarda Johanna van Cleeff;Bruidspaar;1752;
2765;Nicolaas Kien;Auteur;;
2766;Gerrit ter Laar & Tryntje Voordewint;Bruidspaar;1752;
2767;Johan Anthony de Normandie & Katharina Johanna Hubert;Bruidspaar;1752;
2768;Jan Maan;Auteur;;
2769;Meinardus Evenhuis;Auteur;;
2770;Gerrit van Witzenburg & Neeltje Buiteweg;Bruidspaar;1752;
2771;A. van Noorwegen;Auteur;;
2772;Pieter de Vooght;Auteur;;
2773;Adriaan van Schermbeek & Hendrica van Monsjou;Bruidspaar;1752;
2774;Hendrik Matthijsz Jugatinus Philomusus Lussing;Auteur;;
2775;Kornelis van der Looy & Lydia Houthoff;Bruidspaar;1752;
2776;Lambertus Evenhuis;Auteur;;
2777;Willem de Vrij;Auteur;;
2778;Jan de Timmerman & Helena Imans;Bruidspaar;1752;
2779;Hendrik de de Witte Tierings;Auteur;;
2780;Benjamin Du Try;Auteur;;
2781;Nicolaas Harspon & Cornelia Vedder;Bruidspaar;1753;
2782;Stephanus Stoop;Auteur;;
2783;Alardus Beumer & Elizabeth van Lom;Bruidspaar;1753;
2784;Pieter Kornelis 't Lam & Leonora Brand;Bruidspaar;1753;
2785;Willem Schuyt;Auteur;;
2786;Henri Jean Roullaud;Auteur;;
2787;Louis Davidsz Taillefert & Maria Catharina Peyrard;Bruidspaar;1753;
2788;Hermanus Fison;Auteur;;
2789;David Taillefert;Auteur;;
2790;Jacobus van Eems & Johanna Voegen;Bruidspaar;1753;
2791;Willem F.Cz. Sobbe & Cornelia Elisabeth Revius;Bruidspaar;1753;
2792;Clara Catharina Steenberg;Auteur;;
2793;Willem Sobbe;Auteur;;
2794;J.H. J.D.M. Clermont;Auteur;;
2795;François Jan Melissen;Auteur;;
2796;Gerard Muyser;Auteur;;
2797;R. Benten;Auteur;;
2798;J. van der Wouw;Auteur;;
2799;Nicolaas R.E.L. Wilt;Auteur;;
2800;Joan Frederik d' Orville & Maria Philippina Schryver;Bruidspaar;1753;
2801;Cornelis Nieuwoudt;Auteur, Drukker;;
2802;Samuel Rudolphus van Nispen;Auteur;;
2803;Gilles Groeneveld & Kornelia Petronella de Bock;Bruidspaar;1753;
2804;Johannes van Geer;Auteur;;
2805;Hendrik Prinsen & Barbara van Rossum;Bruidspaar;1753;
2806;Johannes Jansz de Ridder;Auteur;;
2807;Pieter Jansz de Ridder;Auteur;;
2808;Jacobus Adriaansz van Helmont;Auteur;;
2809;Cornelis Jansz van Driel;Auteur;;
2810;Abraham Blussé;Auteur, Drukker;;
2811;Kornelis van Yzendoorn & Kornelia Velzenaar;Bruidspaar;1753;
2812;Sibrecht G.R. Buys;Auteur;;
2813;Franc van der Burch & Dionisia Catharina van Bleiswyk;Bruidspaar;1753;
2814;J. Bogert;Auteur;;
2815;Johan Carel Palier;Auteur;;
2816;Dionys Hendrik van Schuylenburch;Auteur;;
2817;Ary Wys;Auteur;;
2818;Cornelis Goetzee;Auteur;;
2819;Abraham van Bleiswyk;Auteur;;
2820;Diderik Johan van Hogendorp & Cornelia Petronella Slicher;Bruidspaar;1753;
2821;Jan Vonk & Neeltje van Andel;Bruidspaar;1753;
2822;Jacob Zoutman;Auteur;;
2823;Nicolaas van den Burg;Auteur;;
2824;Gelinus van Spaan;Auteur;;
2825;S. de Licht;Auteur;;
2826;Jacobus van der Pot & Geertruyd Onderwater;Bruidspaar;1753;
2827;Jonas Andries Repelaer;Auteur;;
2828;Johannes Willem Swellengrebel & Geertruyda Elisabet Hilgers;Bruidspaar;1754;
2829;Jan van (Jr) Marselis & Catharina Ida Loot;Bruidspaar;1754;
2830;Nicolaas van Banchem & Johanna Catharina van der Marck;Bruidspaar;1754;
2831;Jacob Hop (1720-1776) & Maria Johanna Bicker;Bruidspaar;1754;
2832;Otto Frederik graaf van Lynden & Friderica Louisa van der Does van Noordwijk;Bruidspaar;1754;
2833;Nikolaas Daniel de Hoest & Joanna van der Kade;Bruidspaar;1754;
2834;Gerardus Joannes Swaan;Auteur;;
2835;Gerardus Quant;Auteur;;
2836;Jan Guepin & Elizabet Freni;Bruidspaar;1754;
2837;Anthoni Pieter Lambrechtsen;Auteur;;
2838;Christiaan de Jonge & Barbara Becius;Bruidspaar;1754;
2839;Willem van der Looy;Auteur;;
2840;Nanning Kok & Eefje Verlaan;Bruidspaar;1755;
2841;Izaak Westerbaen & Wilhelmina Uiterweer;Bruidspaar;1755;
2842;Lambertus M.D. Evenhuis;Auteur;;
2843;Kornelis Kien van Citters & Magdalena Adriana Steengracht;Bruidspaar;1755;
2844;Johannes van de Coppello & Geerardina Maria Kappeyne;Bruidspaar;1755;
2845;Bartholomeus van de Coppello;Auteur;;
2846;Jacob Willemsen Meeusen;Auteur;;
2847;Johan Ferleman;Auteur;;
2848;Cornelis Centse;Auteur;;
2849;Pieter Kappeyne;Auteur;;
2850;Jacobus van de Coppello;Auteur;;
2851;Pieter van de Coppello;Auteur;;
2852;George Wilhem Nieman & Elisabeth Duisenberg;Bruidspaar;1755;
2853;Nicolaas Wilt;Auteur;;
2854;Joan Balthazar van Vheelen & Adriana Sofia Houttuyn;Bruidspaar;1755;
2855;Pieter Dryfhout;Auteur;;
2856;Anna Houttuyn;Auteur;;
2857;Frantz Hendrik Thorbecke & Catharina Paauw;Bruidspaar;1755;
2858;Daniel Frantz Thorbecke;Auteur;;
2859;Jan Bernard Bierbaum;Auteur;;
2860;Jan Joost Marcus & Clara Catharina Steenberg;Bruidspaar;1755;
2861;Cornelis Boursette & Françina de Roo;Bruidspaar;1756;
2862;Abraham de Roo;Auteur;;
2863;Henricus Joculator;Auteur;;
2864;Willem de Groot & Esther Euphemia Borst;Bruidspaar;1756;
2865;J. Richelman;Auteur;;
2866;Assuerus (Jr) Issendorp & Geertruyd Roos;Bruidspaar;1756;
2867;Paulus Justus Determeyer Weslingh;Auteur;;
2868;Cornelis Issendorp;Auteur;;
2869;Hendrik Issendorp;Auteur;;
2870;Fredrik Abrahamsz Issendorp;Auteur;;
2871;Gelinus van Spaan & Agatha van der Wallen;Bruidspaar;1756;
2872;Joannes van Spaan;Auteur;;
2873;Paulus Justus Determeyer Weslingh & Alida Maria Issendorp;Bruidspaar;1756;
