0;Database;Jaar;Bruidegom;Bruid;Bruidspaar;Drukker;Plaats_druk;Plaats_huwelijk;Auteur1;Auteur2;Auteur3;Auteur4;Auteur5;Auteur6;Auteur7;Auteur8;Auteur9;Auteur10;Auteur11;Auteur12;Auteur13;Auteur14;Auteur15;Auteur16;Auteur17;Auteur18;Auteur19;Auteur20;Auteur21;Auteur22;Alleauteurs
500;KB;1619.0;Jan Jacobsz Kan;Elizabeth Pieters Krabbemoers;Jan Jacobsz Kan & Elizabeth Pieters Krabbemoers;Paulus Aertsz van Ravesteyn;Amsterdam;Leiden;Theodoor Rodenburg;;;;;;;;;;;;;;;;;;;;;;Theodoor Rodenburg
687;KB;1619.0;Reyer Klaeszoon;Hester Willemsd;Reyer Klaeszoon & Hester Willemsd;Abraham Biestkens;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;
1199;KB;1619.0;Salomon Bogaert;Sara de Key;Salomon Bogaert & Sara de Key;Herman Theunisz Kranepoel;Haarlem;Bremen;;;;;;;;;;;;;;;;;;;;;;;
1643;KB;1619.0;Dirck Pietersz Brugman;Geertruyd Hermans Overwater;Dirck Pietersz Brugman & Geertruyd Hermans Overwater;Paulus Aertsz van Ravesteyn;Amsterdam;Den Haag;Jacob Jansz Colevelt;;;;;;;;;;;;;;;;;;;;;;Jacob Jansz Colevelt
1644;KB;1619.0;Dirck Pietersz Brugman;Geertruyd Hermans Overwater;Dirck Pietersz Brugman & Geertruyd Hermans Overwater;Paulus Aertsz van Ravesteyn;Amsterdam;Dordrecht;J. Coevershof;;;;;;;;;;;;;;;;;;;;;;J. Coevershof
1645;KB;1619.0;Joannes Boddens;Susanna Rudts;Joannes Boddens & Susanna Rudts;Paulus Aertsz van Ravesteyn;Amsterdam;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
1646;KB;1619.0;Jean Klocker;Maria Drumez;Jean Klocker & Maria Drumez;Paulus Aertsz van Ravesteyn;Amsterdam;Leiden;;;;;;;;;;;;;;;;;;;;;;;
1898;KB;1619.0;Abraham de Koussenaer;Elisabeth van der Leyen;Abraham de Koussenaer & Elisabeth van der Leyen;Joris Veseler;Amsterdam;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
1899;KB;1619.0;Aernout van der Goes;Janneke Grootwyck;Aernout van der Goes & Janneke Grootwyck;Joris Veseler;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;
2326;KB;1619.0;Hendrick van Kittensteyn;Cornelia van den Helm;Hendrick van Kittensteyn & Cornelia van den Helm;;;Haarlem;;;;;;;;;;;;;;;;;;;;;;;
3790;STCN;1619.0;Jan Jacobsz. Kan;Elisabeth Pieters Krabbemoers;Jan Jacobsz. Kan & Elisabeth Pieters Krabbemoers;Paulus Aertsz van Ravesteyn;Amsterdam;;Theodoor Rodenburg;;;;;;;;;;;;;;;;;;;;;;Theodoor Rodenburg
443;KB;1620.0;Adriaen Hendricksz Bremer;Magdalena Willems;Adriaen Hendricksz Bremer & Magdalena Willems;Jan Banningh;Amsterdam;Amsterdam;N. Voocht;;;;;;;;;;;;;;;;;;;;;;N. Voocht
550;KB;1620.0;Jacob Jacobsen Blauwenhelm;Catharina Claes Roch;Jacob Jacobsen Blauwenhelm & Catharina Claes Roch;Jan Banningh;Amsterdam;Medemblik;Elbert Dircksoon;;;;;;;;;;;;;;;;;;;;;;Elbert Dircksoon
851;KB;1620.0;Henricus de Vries;Catharina Willems;Henricus de Vries & Catharina Willems;Nicolaes Biestkens;Amsterdam;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
1647;KB;1620.0;Joan Vernat;Sara van Gheel;Joan Vernat & Sara van Gheel;Paulus Aertsz van Ravesteyn;Amsterdam;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
410;KB;1621.0;Pieter Rezen;Apollonia Loopers;Pieter Rezen & Apollonia Loopers;Hans van der Hellen;Middelburg;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
555;KB;1621.0;Marcus Boerhaven;Christina Bochellion;Marcus Boerhaven & Christina Bochellion;Marten Jansz Brandt;Amsterdam;Zaandam;;;;;;;;;;;;;;;;;;;;;;;
1648;KB;1621.0;Jaques Jacobsz Rombouts;Maria Françoisd Du Gardyn;Jaques Jacobsz Rombouts & Maria Françoisd Du Gardyn;Paulus Aertsz van Ravesteyn;Amsterdam;Delfshaven;Burgert van der Wael;;;;;;;;;;;;;;;;;;;;;;Burgert van der Wael
1966;KB;1621.0;Cornelis Matthaeus;Hester Du Pire;Cornelis Matthaeus & Hester Du Pire;Hans Walschaert;Amsterdam;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
3670;STCN;1621.0;Antonis Pietersz van Dieningen;Mayken Daniels de Bergh;Antonis Pietersz van Dieningen & Mayken Daniels de Bergh;Jan Andriesz Cloeting;Delft;;;;;;;;;;;;;;;;;;;;;;;;
526;KB;1622.0;Nicolaes Abeel;Claesgen Claes;Nicolaes Abeel & Claesgen Claes;Vincent I Casteleyn;Haarlem;;;;;;;;;;;;;;;;;;;;;;;;
678;KB;1622.0;Broer Jansz;Elizabeth Philipsd;Broer Jansz & Elizabeth Philipsd;Gerrit Hendricxsz van Breughel;Amsterdam;Amsterdam;Gerrit Hendricxsz van Breughel;;;;;;;;;;;;;;;;;;;;;;Gerrit Hendricxsz van Breughel
1115;KB;1622.0;Jacobus Verschuer;Joanna van der Ameyden;Jacobus Verschuer & Joanna van der Ameyden;Abraham van Herwijck;Utrecht;Amsterdam;Daniel Besemer;;;;;;;;;;;;;;;;;;;;;;Daniel Besemer
1163;KB;1622.0;Henricus Joannes Oetgens;Margarita Storm;Henricus Joannes Oetgens & Margarita Storm;Broer Jansz;Amsterdam;Amsterdam;Jan Jansz Starter;;;;;;;;;;;;;;;;;;;;;;Jan Jansz Starter
1649;KB;1622.0;Emanuel Colijn de Thovoyon;Catharina Cloppenburg;Emanuel Colijn de Thovoyon & Catharina Cloppenburg;Paulus Aertsz van Ravesteyn;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;
305;KB;1623.0;Adam Westerwolt;Anna van der Dussen;Adam Westerwolt & Anna van der Dussen;Pieter Muller;Leiden;Amsterdam;Volckerus van Oosterwijck;;;;;;;;;;;;;;;;;;;;;;Volckerus van Oosterwijck
446;KB;1623.0;Govert Gerritsen Schouten;Geertruyt van Loosveld;Govert Gerritsen Schouten & Geertruyt van Loosveld;Dirck Pietersz Pers;Amsterdam;Beetgum;;;;;;;;;;;;;;;;;;;;;;;
1650;KB;1623.0;Jan Jansz van Geel;Elisabeth Lampsius;Jan Jansz van Geel & Elisabeth Lampsius;Paulus Aertsz van Ravesteyn;Amsterdam;Amsterdam;Jaques Jacobsz Rombouts;;;;;;;;;;;;;;;;;;;;;;Jaques Jacobsz Rombouts
1651;KB;1623.0;Alard Krombalck;Maria Tesselschade Roemers Visscher;Alard Krombalck & Maria Tesselschade Roemers Visscher;Paulus Aertsz van Ravesteyn;Amsterdam;Utrecht;Joost van den Vondel;;;;;;;;;;;;;;;;;;;;;;Joost van den Vondel
3686;STCN;1623.0;Jacobo Oosterwyck;Adriana Lambrechts van Linschoten;Jacobo Oosterwyck & Adriana Lambrechts van Linschoten;Jan Pietersz Waelpot;Delft;;Cornelis Adriaensz. Boomgaert;;;;;;;;;;;;;;;;;;;;;;Cornelis Adriaensz. Boomgaert
445;KB;1624.0;Antoni van Hoeck;Cornelia van Loosvelt;Antoni van Hoeck & Cornelia van Loosvelt;Dirck Pietersz Pers;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;
1652;KB;1624.0;Christiaen Bochellion;Catharina de Wulf;Christiaen Bochellion & Catharina de Wulf;Paulus Aertsz van Ravesteyn;Amsterdam;Delft;;;;;;;;;;;;;;;;;;;;;;;
1900;KB;1624.0;Cornelis Rutgers;Anna van Loosvelt;Cornelis Rutgers & Anna van Loosvelt;Joris Veseler;Amsterdam;Nieuwkoop;Jan van der Veen;;;;;;;;;;;;;;;;;;;;;;Jan van der Veen
1653;KB;1626.0;Cornelis Leendertsz Keyser;Hillegont Menten;Cornelis Leendertsz Keyser & Hillegont Menten;Paulus Aertsz van Ravesteyn;Amsterdam;Harmelen;C.A. Keyser;;;;;;;;;;;;;;;;;;;;;;C.A. Keyser
1901;KB;1626.0;Floers Pieters van der Vecht;Grietje Machiels;Floers Pieters van der Vecht & Grietje Machiels;Joris (wed) Veseler;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;
156;KB;1627.0;Pieter Cornelisz Hooft;Eleonora Hellemans;Pieter Cornelisz Hooft & Eleonora Hellemans;Blaeu;Amsterdam;Amsterdam;Joost van den Vondel;;;;;;;;;;;;;;;;;;;;;;Joost van den Vondel
666;KB;1627.0;Pieter Cornelisz Hooft;Eleonora Hellemans;Pieter Cornelisz Hooft & Eleonora Hellemans;Govert Basson;Leiden;Amsterdam;Caspar Barlaeus;;;;;;;;;;;;;;;;;;;;;;Caspar Barlaeus
667;KB;1627.0;Pieter Cornelisz Hooft;Eleonora Hellemans;Pieter Cornelisz Hooft & Eleonora Hellemans;Blaeu;Amsterdam;Nieuwendam;Constantijn Huygens;;;;;;;;;;;;;;;;;;;;;;Constantijn Huygens
1160;KB;1627.0;Cornelius Symonsen Geen;Margareta Pieters;Cornelius Symonsen Geen & Margareta Pieters;Jacob (wed) Jacobsz;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;
1566;KB;1627.0;Cornelius van Swanenburch;Cecilia van der Gracht;Cornelius van Swanenburch & Cecilia van der Gracht;Jan Jacobsz Paets;Leiden;Harlingen;;;;;;;;;;;;;;;;;;;;;;;
1654;KB;1627.0;Abraham Heydanus;Sara Looten;Abraham Heydanus & Sara Looten;Paulus Aertsz van Ravesteyn;Amsterdam;Brielle;Johannes H.A. Heydanus;;;;;;;;;;;;;;;;;;;;;;Johannes H.A. Heydanus
2327;KB;1627.0;Pieter Cornelisz Hooft;Eleonora Hellemans;Pieter Cornelisz Hooft & Eleonora Hellemans;;;Haarlem;Laurens Reael;;;;;;;;;;;;;;;;;;;;;;Laurens Reael
3628;STCN;1627.0;Cornelis van Swanenburch;Cecilia van der Gracht;Cornelis van Swanenburch & Cecilia van der Gracht;Jan Jacobsz Paets;Leiden;;;;;;;;;;;;;;;;;;;;;;;;
717;KB;1628.0;Jacob van der Merckt;Petronella Witsen;Jacob van der Merckt & Petronella Witsen;Abraham Biestkens;Amsterdam;Dordrecht;;;;;;;;;;;;;;;;;;;;;;;
757;KB;1628.0;Dirck Pieters;Grietje Pietersd;Dirck Pieters & Grietje Pietersd;Jacob Aertsz Colom;Amsterdam;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
808;KB;1628.0;Jacob Lambertsz Spaeckenburgh;Geertruyd Jacobs Reael;Jacob Lambertsz Spaeckenburgh & Geertruyd Jacobs Reael;Govert Basson;Leiden;Haarlem;;;;;;;;;;;;;;;;;;;;;;;
1394;KB;1628.0;Isaac van Waesberge;Dina van den Bossche;Isaac van Waesberge & Dina van den Bossche;Harman Huyghensz Moininckx;Rotterdam;Kampen;Zacharias van den Bossche;;;;;;;;;;;;;;;;;;;;;;Zacharias van den Bossche
1989;KB;1628.0;Elias Trip;Margarita Schrasserts;Elias Trip & Margarita Schrasserts;Nicolaes van Wieringen;Harderwijk;Keulen;R. Eybergen;;;;;;;;;;;;;;;;;;;;;;R. Eybergen
2328;KB;1628.0;Abraham Trouwers;Maria Salomons;Abraham Trouwers & Maria Salomons;;;Rotterdam;;;;;;;;;;;;;;;;;;;;;;;
3527;STCN;1628.0;Dirck Jansen de Hoogh;Maria Goverts Knol;Dirck Jansen de Hoogh & Maria Goverts Knol;Harmen Jansz (erven) Muller;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;
252;KB;1629.0;Pieter de Ruysscher;Sibilla Vorstius;Pieter de Ruysscher & Sibilla Vorstius;Poppius & Stam;Amsterdam;Rotterdam;V.G.;;;;;;;;;;;;;;;;;;;;;;V.G.
470;KB;1629.0;Guiliam de Vicq;Maria van de Voorde;Guiliam de Vicq & Maria van de Voorde;Willem Jansz Cloppenburgh;Amsterdam;Haastrecht;;;;;;;;;;;;;;;;;;;;;;;
604;KB;1629.0;Daniel Des Ruelles;Willemtge van Bengevoort;Daniel Des Ruelles & Willemtge van Bengevoort;Jacob Aertsz Colom;Amsterdam;;B. Des Ruelles;Jacob Jansz Colevelt;;;;;;;;;;;;;;;;;;;;;B. Des Ruelles, Jacob Jansz Colevelt
710;KB;1629.0;Lodowijck van Luydick;Sara Jans van Ypelaer;Lodowijck van Luydick & Sara Jans van Ypelaer;Jacob Aertsz Colom;Amsterdam;Rotterdam;Josaphat Geerdinck;;;;;;;;;;;;;;;;;;;;;;Josaphat Geerdinck
809;KB;1629.0;Adriaen Spiering;Geertruy van Wamelen;Adriaen Spiering & Geertruy van Wamelen;Jan Banningh;Amsterdam;;Joost van den Vondel;Daniel de Breen;;;;;;;;;;;;;;;;;;;;;Joost van den Vondel, Daniel de Breen
1655;KB;1629.0;Barend Lampe;Maria van Ravesteyn;Barend Lampe & Maria van Ravesteyn;Paulus Aertsz van Ravesteyn;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;
300;KB;1630.0;Jacob de Beyer;Elizabet Mondekens;Jacob de Beyer & Elizabet Mondekens;David Jansz van Ilpendam;Leiden;Amsterdam;S.V.D.I.C.;;;;;;;;;;;;;;;;;;;;;;S.V.D.I.C.
319;KB;1630.0;Michael Eversdyk;Elizabeth Camerlingh;Michael Eversdyk & Elizabeth Camerlingh;Elzevier;Leiden;Amsterdam;Caspar Barlaeus;;;;;;;;;;;;;;;;;;;;;;Caspar Barlaeus
1363;KB;1630.0;Jacob Burich;Maria de Neut;Jacob Burich & Maria de Neut;Joannes Maire;Leiden;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
1554;KB;1630.0;Willem Vrenic;Barta Muijllemans;Willem Vrenic & Barta Muijllemans;Amelis Janssz van Paddenburgh;Utrecht;Amsterdam;Jan van der Veen;;;;;;;;;;;;;;;;;;;;;;Jan van der Veen
1809;KB;1630.0;Hillebrant Hendricksz;Clara Willems Puytmans;Hillebrant Hendricksz & Clara Willems Puytmans;Jan Fredericksz Stam;Amsterdam;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
1810;KB;1630.0;Guilielmus Henricides;Maria Johannis Sylvius;Guilielmus Henricides & Maria Johannis Sylvius;Jan Fredericksz Stam;Amsterdam;Dordrecht;;;;;;;;;;;;;;;;;;;;;;;
1811;KB;1630.0;Jacob Adriaensz;Cornelia Pietersd;Jacob Adriaensz & Cornelia Pietersd;Jan Fredericksz Stam;Amsterdam;Haarlem;;;;;;;;;;;;;;;;;;;;;;;
1990;KB;1630.0;Willem Mauritz Bax;Janette Hoefysers;Willem Mauritz Bax & Janette Hoefysers;Nicolaes van Wieringen;Harderwijk;Keulen;Adriaan de Sticke;;;;;;;;;;;;;;;;;;;;;;Adriaan de Sticke
2329;KB;1630.0;Abraham Claremont;Sara Hartmans;Abraham Claremont & Sara Hartmans;;;Haarlem;;;;;;;;;;;;;;;;;;;;;;;
331;KB;1631.0;Thomas Swartwout;Hendrickjen Barentsd;Thomas Swartwout & Hendrickjen Barentsd;Barent Otsz;Amsterdam;Leiden;Ot Barentsz;;;;;;;;;;;;;;;;;;;;;;Ot Barentsz
596;KB;1631.0;Hieronymus Cools;Maria Mauritius;Hieronymus Cools & Maria Mauritius;Pieter Jansz van Campen;Hoorn;Amsterdam;Joannes Cools;;;;;;;;;;;;;;;;;;;;;;Joannes Cools
712;KB;1631.0;Françoys Maes;Tanneken Triers;Françoys Maes & Tanneken Triers;Jan Pietersz de Does;Haarlem;Enkhuizen;;;;;;;;;;;;;;;;;;;;;;;
735;KB;1631.0;Nidingh Nidinghs;Stijntjen Jans;Nidingh Nidinghs & Stijntjen Jans;Vincent I Casteleyn;Haarlem;Amsterdam;N. Wollewijns;;;;;;;;;;;;;;;;;;;;;;N. Wollewijns
1168;KB;1631.0;Rutgert Aertz;Baefjen Bisschops;Rutgert Aertz & Baefjen Bisschops;Cornelis Jansz;;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
1568;KB;1631.0;Tileman Roostermans;Catharina Brugmans;Tileman Roostermans & Catharina Brugmans;Frans Pels;Amsterdam;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
1592;KB;1631.0;Wilhelm Brugman;Maria Ernst van Bassen;Wilhelm Brugman & Maria Ernst van Bassen;Petrus Poppius;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;
1656;KB;1631.0;Henricus Geldorpius;Cornelia Elberts Pool;Henricus Geldorpius & Cornelia Elberts Pool;Paulus Aertsz van Ravesteyn;Amsterdam;Leiden;Tobias Gutberleth;Johannes Gerhardia Besten;;;;;;;;;;;;;;;;;;;;;Tobias Gutberleth, Johannes Gerhardia Besten
1995;KB;1631.0;Arent Harmansz Krul;Anskje Bannier;Arent Harmansz Krul & Anskje Bannier;Willem Jansz Wijngaert;Amsterdam;Benschop;Jan Harmensz Krul;;;;;;;;;;;;;;;;;;;;;;Jan Harmensz Krul
629;KB;1632.0;Joost Ghijs;Janneken de Hont;Joost Ghijs & Janneken de Hont;Willem Christiaens van der Boxe;Leiden;Rotterdam;;;;;;;;;;;;;;;;;;;;;;;
817;KB;1632.0;Antoni Thierens;Francina Roostermans;Antoni Thierens & Francina Roostermans;Jan Pietersz de Does;Haarlem;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
1365;KB;1632.0;Hendrick Kersteman;Elysabeth Ongenae;Hendrick Kersteman & Elysabeth Ongenae;Joris Abrahamsz van der Marsce;Leiden;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
1657;KB;1632.0;Arent Arentsz Haeck;Aeltjen Willems van Sengwerdt;Arent Arentsz Haeck & Aeltjen Willems van Sengwerdt;Paulus Aertsz van Ravesteyn;Amsterdam;Amsterdam;Arnoldus van G.D. Sengwerdt;;;;;;;;;;;;;;;;;;;;;;Arnoldus van G.D. Sengwerdt
1950;KB;1632.0;Michiel de Hartoch;Maria Scheuwen;Michiel de Hartoch & Maria Scheuwen;Isaac van Waesberge;Rotterdam;Delft;Hendrick Beck;;;;;;;;;;;;;;;;;;;;;;Hendrick Beck
259;KB;1633.0;Gysbert Hermansz;Roelifgen Wegewaerts;Gysbert Hermansz & Roelifgen Wegewaerts;Joannes Maire;Leiden;Amsterdam;I.I.V.;;;;;;;;;;;;;;;;;;;;;;I.I.V.
371;KB;1633.0;Antonius Matthaeus;Anna Pontanus;Antonius Matthaeus & Anna Pontanus;Nicolaes van Wieringen;Harderwijk;Rotterdam;Hendrik van Diest;Caspar Barlaeus;Johan van Wynbergen;Jacobus Revius;Marcus Zuerius Boxhorn;Johannes Isacus Pontanus;;;;;;;;;;;;;;;;;Hendrik van Diest, Caspar Barlaeus, Johan van Wynbergen, Jacobus Revius, Marcus Zuerius Boxhorn, Johannes Isacus Pontanus
635;KB;1633.0;Cornelis de Graeff;Geertruid Overlander;Cornelis de Graeff & Geertruid Overlander;Blaeu;Amsterdam;Amsterdam;Caspar Barlaeus;;;;;;;;;;;;;;;;;;;;;;Caspar Barlaeus
832;KB;1633.0;Antoni Verbeeck;Margrieta Ampe;Antoni Verbeeck & Margrieta Ampe;Vincent I Casteleyn;Haarlem;Utrecht;;;;;;;;;;;;;;;;;;;;;;;
1364;KB;1633.0;Georgius van Ingen;Oetilia Martens;Georgius van Ingen & Oetilia Martens;Joannes Maire;Leiden;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
1778;KB;1633.0;Bartholomeus Ubelman;Johanna Bevers;Bartholomeus Ubelman & Johanna Bevers;Pieter Jansz Slijp;Amsterdam;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
1779;KB;1633.0;Elias Provoost;Agnietje Gillis;Elias Provoost & Agnietje Gillis;Pieter Jansz Slijp;Amsterdam;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
1812;KB;1633.0;Hendrick van Ruwenhoven;Engeltje Jacobs;Hendrick van Ruwenhoven & Engeltje Jacobs;Jan Fredericksz Stam;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;
601;KB;1634.0;Gerret Danys;Maeyken Hendericks;Gerret Danys & Maeyken Hendericks;Vincent I Casteleyn;Haarlem;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
713;KB;1634.0;Petrus Magerus;Gerritgen Joris;Petrus Magerus & Gerritgen Joris;Van Dorp;Leiden;Haarlem;Lucas Meysterus;M. Seroyen;Johannes de Laet;;;;;;;;;;;;;;;;;;;;Lucas Meysterus, M. Seroyen, Johannes de Laet
730;KB;1634.0;Adriaan van der Myle;Agatha van Raephorst;Adriaan van der Myle & Agatha van Raephorst;Blaeu;Amsterdam;Amsterdam;Caspar Barlaeus;;;;;;;;;;;;;;;;;;;;;;Caspar Barlaeus
833;KB;1634.0;Marcelis Verbeeck;Maria Pieters van Mal;Marcelis Verbeeck & Maria Pieters van Mal;Matthijs Bastiaensz;Rotterdam;Amsterdam;Abraham de Groot;;;;;;;;;;;;;;;;;;;;;;Abraham de Groot
1658;KB;1634.0;Willem van Weely;Anna ten Hoof;Willem van Weely & Anna ten Hoof;Paulus Aertsz van Ravesteyn;Amsterdam;Amsterdam;Jan van Arp;;;;;;;;;;;;;;;;;;;;;;Jan van Arp
2330;KB;1634.0;Martin Du Pré;Anna van Beuningen;Martin Du Pré & Anna van Beuningen;;;;Martin Du Pré;;;;;;;;;;;;;;;;;;;;;;Martin Du Pré
2331;KB;1634.0;Pieter van Ghaesel;Anna van Leest;Pieter van Ghaesel & Anna van Leest;;;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
356;KB;1635.0;Arnoldus van Goor;Maria Suavius;Arnoldus van Goor & Maria Suavius;Johannes Ribbius;Utrecht;;Bernhardus ab Eyll;;;;;;;;;;;;;;;;;;;;;;Bernhardus ab Eyll
357;KB;1635.0;Arnoldus van Goor;Maria Suavius;Arnoldus van Goor & Maria Suavius;Johannes Ribbius;Utrecht;Den Haag;Arnoldus van Sengwerdt;;;;;;;;;;;;;;;;;;;;;;Arnoldus van Sengwerdt
444;KB;1635.0;Salomon Dierquens;Elizabeth Walens;Salomon Dierquens & Elizabeth Walens;Aernout Timmermans;Amsterdam;Amsterdam;Jonas van Reigersbergh;;;;;;;;;;;;;;;;;;;;;;Jonas van Reigersbergh
747;KB;1635.0;Jacob Outerman;Susanna Crommeling;Jacob Outerman & Susanna Crommeling;Vincent I Casteleyn;Haarlem;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
779;KB;1635.0;Nicolaas Rotterdam;Susanne Slagmullers;Nicolaas Rotterdam & Susanne Slagmullers;Jan Banningh;Amsterdam;Namen (Namur);;;;;;;;;;;;;;;;;;;;;;;
1140;KB;1635.0;Cornelius Gysels;Peternelle van Boeckhorst;Cornelius Gysels & Peternelle van Boeckhorst;Dirck Cornelisz Houthaeck;Amsterdam;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
1141;KB;1635.0;Arent Pietersz Brugman;Aeltje Jans de Veer;Arent Pietersz Brugman & Aeltje Jans de Veer;Dirck Cornelisz Houthaeck;Amsterdam;Rotterdam;Meynert Pietersz Voskuyl;;;;;;;;;;;;;;;;;;;;;;Meynert Pietersz Voskuyl
1164;KB;1635.0;Johannes Babtiste van de Velde;Johanna van Moiale;Johannes Babtiste van de Velde & Johanna van Moiale;Broer Jansz;Amsterdam;Amsterdam;Jan van Arp;;;;;;;;;;;;;;;;;;;;;;Jan van Arp
1555;KB;1635.0;Antonis Pelt;Maria van Honthorst;Antonis Pelt & Maria van Honthorst;Amelis Janssz van Paddenburgh;Utrecht;Amsterdam;Jan van der Veen;;;;;;;;;;;;;;;;;;;;;;Jan van der Veen
1659;KB;1635.0;Hendrick Meurs;Judith Kotermans;Hendrick Meurs & Judith Kotermans;Paulus Aertsz van Ravesteyn;Amsterdam;Amsterdam;A. de Brull;;;;;;;;;;;;;;;;;;;;;;A. de Brull
1104;KB;1636.0;Salomon van de Vivere;Perina de Monier;Salomon van de Vivere & Perina de Monier;Hans van der Hellen;Middelburg;Delft;Jacobus van de Vivere;;;;;;;;;;;;;;;;;;;;;;Jacobus van de Vivere
1165;KB;1636.0;Geraard den Otter;Waintje Kuypen;Geraard den Otter & Waintje Kuypen;Broer Jansz;Amsterdam;Leeuwarden;P. Vog'lesang;Jean Théodore Blondeau;;;;;;;;;;;;;;;;;;;;;P. Vog'lesang, Jean Théodore Blondeau
1612;KB;1636.0;Johannes Hooghcamer;Clara Vinck;Johannes Hooghcamer & Clara Vinck;Nicolaes van Ravesteyn;Amsterdam;Amsterdam;M. Hoefysers;;;;;;;;;;;;;;;;;;;;;;M. Hoefysers
1613;KB;1636.0;Adriaen de Hertogh;Elizabeth Boshuysen;Adriaen de Hertogh & Elizabeth Boshuysen;Nicolaes van Ravesteyn;Amsterdam;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
1762;KB;1636.0;Ysbrant Cornelisz van Heyningen;Eva Warnaerts;Ysbrant Cornelisz van Heyningen & Eva Warnaerts;Jacob Thomasz Sergeant;Amsterdam;Vlissingen;;;;;;;;;;;;;;;;;;;;;;;
1953;KB;1636.0;Huybrecht van Belle;Rebecca Hespel;Huybrecht van Belle & Rebecca Hespel;Pieter van I Waesberge;Rotterdam;Utrecht;Pieter van Belle;;;;;;;;;;;;;;;;;;;;;;Pieter van Belle
302;KB;1637.0;Samuel Hespel;Clara van Belle;Samuel Hespel & Clara van Belle;Pieter van I Waesberge;Rotterdam;Veur;Pieter van Belle;;;;;;;;;;;;;;;;;;;;;;Pieter van Belle
1142;KB;1637.0;Nicolaes Sas;Aeltje Claes Koeck;Nicolaes Sas & Aeltje Claes Koeck;Dirck Cornelisz Houthaeck;Amsterdam;Leiden;;;;;;;;;;;;;;;;;;;;;;;
1143;KB;1637.0;Jan Claesz Ansloo;Margreta Leeuwen;Jan Claesz Ansloo & Margreta Leeuwen;Dirck Cornelisz Houthaeck;Amsterdam;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
2332;KB;1637.0;Jan Pietersen Geldorp;Janneken Honore;Jan Pietersen Geldorp & Janneken Honore;;;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
578;KB;1638.0;Barent ter Burch;Margareta Opze;Barent ter Burch & Margareta Opze;Joost Broersz;Amsterdam;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
588;KB;1638.0;Johannes Casteleyn;Geertruyd Walschaerts;Johannes Casteleyn & Geertruyd Walschaerts;Joost Broersz;Amsterdam;Amsterdam;Jacob Leendertsz;;;;;;;;;;;;;;;;;;;;;;Jacob Leendertsz
1402;KB;1638.0;Theodorus Johannes Coesvelt;Susanna de Penyn;Theodorus Johannes Coesvelt & Susanna de Penyn;Jacobus Montanus;Amsterdam;;P.C. W.T. Coesvelt;;;;;;;;;;;;;;;;;;;;;;P.C. W.T. Coesvelt
1609;KB;1638.0;Aalbart Pietersz Wieringen;Cornelia van Waarder;Aalbart Pietersz Wieringen & Cornelia van Waarder;Pieter Rammazeyn;Gouda;Amsterdam;K. van Waarder;;;;;;;;;;;;;;;;;;;;;;K. van Waarder
1881;KB;1638.0;Johan Wildeveen;Sara van Dael;Johan Wildeveen & Sara van Dael;Joost Jansz Verheul;s-Gravenhage;;;;;;;;;;;;;;;;;;;;;;;;
248;KB;1639.0;Pieter Ardinoys;Maria Ouzeel;Pieter Ardinoys & Maria Ouzeel;Willem Christiaens van der Boxe;Leiden;;I.H.P.B.;;;;;;;;;;;;;;;;;;;;;;I.H.P.B.
