0;Database;year;Bruidegom;Bruid;Bruidspaar;Drukker;Plaats_druk;Plaats_huwelijk;Auteur1;Auteur2;Auteur3;Auteur4;Auteur5;Auteur6;Auteur7;Auteur8;Auteur9;Auteur10;Auteur11;Auteur12;Auteur13;Auteur14;Auteur15;Auteur16;Auteur17;Auteur18;Auteur19;Auteur20;Auteur21;Auteur22;Alleauteurs;n-authors;firstname_bride;lastname_bride;firstname_groom;lastname_groom;firstname_printer;lastname_printer;bride_authors;groom_authors;bride_printer;groom_printer;Printer_authors;lastnameprinter_authors;bride_authors_count;groom_authors_count
204;KB;1695.0;Stefanus van Leuvenig;Anna Kuiken;Stefanus van Leuvenig & Anna Kuiken;Boeteman;Amsterdam;;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Anna;Kuiken;Stefanus van;Leuvenig;Boeteman;;False;False;False;False;False;True;0;0
214;KB;1695.0;François van Halmael;Barbara van Wylik;François van Halmael & Barbara van Wylik;Boeteman;Amsterdam;Delft;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Barbara van;Wylik;François van;Halmael;Boeteman;;False;False;False;False;False;True;0;0
225;KB;1695.0;Joan Jakobsz Teyler;Maria van Gelein;Joan Jakobsz Teyler & Maria van Gelein;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Maria van;Gelein;Joan Jakobsz;Teyler;Boeteman;;False;False;False;False;False;True;0;0
233;KB;1695.0;Salomon van Wylik;Christina Roeters;Salomon van Wylik & Christina Roeters;Boeteman;Amsterdam;Dordrecht;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Christina;Roeters;Salomon van;Wylik;Boeteman;;False;False;False;False;False;True;0;0
236;KB;1695.0;Jakob Paradys;Maria van Os;Jakob Paradys & Maria van Os;Boeteman;Amsterdam;;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Maria van;Os;Jakob;Paradys;Boeteman;;False;False;False;False;False;True;0;0
630;KB;1695.0;Jacob Alewynsz Ghysen;Juliana van der Schelling;Jacob Alewynsz Ghysen & Juliana van der Schelling;Boeteman;Amsterdam;;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Juliana van der;Schelling;Jacob Alewynsz;Ghysen;Boeteman;;False;False;False;False;False;True;0;0
763;KB;1695.0;Maarten Post;Anna de Vyver;Maarten Post & Anna de Vyver;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Anna de;Vyver;Maarten;Post;Boeteman;;False;False;False;False;False;True;0;0
3480;STCN;1695.0;Fransois van Halmaal;Barbara van Wylik;Fransois van Halmaal & Barbara van Wylik;Boeteman;Amsterdam;;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Barbara van;Wylik;Fransois van;Halmaal;Boeteman;;False;False;False;False;False;True;0;0
60;KB;1696.0;Abraham van der Meersch;Katarina Outerloo;Abraham van der Meersch & Katarina Outerloo;Boeteman;Amsterdam;Middelburg;Anthony Jansen;Gerrit Fortgens;;;;;;;;;;;;;;;;;;;;;Anthony Jansen, Gerrit Fortgens;2;Katarina;Outerloo;Abraham van der;Meersch;Boeteman;;False;False;False;False;False;True;0;0
75;KB;1696.0;Pieter Edens;Catharina Inses;Pieter Edens & Catharina Inses;Boeteman;Amsterdam;Haarlem;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Catharina;Inses;Pieter;Edens;Boeteman;;False;False;False;False;False;True;0;0
140;KB;1696.0;Hendrik Boel;Cornelia de Geus;Hendrik Boel & Cornelia de Geus;Boeteman;Amsterdam;Haarlem;Tobias Boel;Anthony Jansen;J.S.;;;;;;;;;;;;;;;;;;;;Tobias Boel, Anthony Jansen, J.S.;3;Cornelia de;Geus;Hendrik;Boel;Boeteman;;False;True;False;False;False;True;0;1
189;KB;1696.0;Willem Fremery;Margarieta Kroon;Willem Fremery & Margarieta Kroon;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Margarieta;Kroon;Willem;Fremery;Boeteman;;False;False;False;False;False;True;0;0
194;KB;1696.0;Izaak van Hoven;Anna van der Vecht;Izaak van Hoven & Anna van der Vecht;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Anna van der;Vecht;Izaak van;Hoven;Boeteman;;False;False;False;False;False;True;0;0
213;KB;1696.0;Justus de Haan;Johanna Linnich van Koppenol;Justus de Haan & Johanna Linnich van Koppenol;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Johanna Linnich van;Koppenol;Justus de;Haan;Boeteman;;False;False;False;False;False;True;0;0
546;KB;1696.0;Niklaas Beuns;Margareta Beuns;Niklaas Beuns & Margareta Beuns;Boeteman;Amsterdam;Delft;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Margareta;Beuns;Niklaas;Beuns;Boeteman;;False;False;False;False;False;True;0;0
869;KB;1696.0;Joannes Witte;Hester de Leeuw;Joannes Witte & Hester de Leeuw;Boeteman;Amsterdam;Ransdorp;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Hester de;Leeuw;Joannes;Witte;Boeteman;;False;False;False;False;False;True;0;0
1972;KB;1696.0;Pieter Rutgers;Ingenia van Lennep;Pieter Rutgers & Ingenia van Lennep;Joannes de Wees;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Ingenia van;Lennep;Pieter;Rutgers;Joannes de;Wees;False;False;False;False;False;False;0;0
2144;KB;1696.0;Hendrik Teyler;Sara Katoor;Hendrik Teyler & Sara Katoor;;;Utrecht;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Sara;Katoor;Hendrik;Teyler;;;False;False;False;False;True;True;0;0
2145;KB;1696.0;Hendrik van Dale;Hester Rozyn;Hendrik van Dale & Hester Rozyn;;;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Hester;Rozyn;Hendrik van;Dale;;;False;False;False;False;True;True;0;0
2281;KB;1696.0;Galenus Abrahamsz;Sara Bierens Abrahams;Galenus Abrahamsz & Sara Bierens Abrahams;;;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Sara Bierens;Abrahams;Galenus;Abrahamsz;;;False;False;False;False;True;True;0;0
584;KB;1697.0;Adriaan van Buylaart;Catharina van den Tempel;Adriaan van Buylaart & Catharina van den Tempel;Boeteman;Amsterdam;Middelburg;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Catharina van den;Tempel;Adriaan van;Buylaart;Boeteman;;False;False;False;False;False;True;0;0
600;KB;1697.0;Joannes Danser;Catharina van der Meersch;Joannes Danser & Catharina van der Meersch;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Catharina van der;Meersch;Joannes;Danser;Boeteman;;False;False;False;False;False;True;0;0
718;KB;1697.0;Johannes van der Mersch;Petronella van Oosterwyk;Johannes van der Mersch & Petronella van Oosterwyk;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Petronella van;Oosterwyk;Johannes van der;Mersch;Boeteman;;False;False;False;False;False;True;0;0
782;KB;1697.0;David Izaksz Rutgers;Debora Bruin;David Izaksz Rutgers & Debora Bruin;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Debora;Bruin;David Izaksz;Rutgers;Boeteman;;False;False;False;False;False;True;0;0
852;KB;1697.0;Jakob de Vries;Elizabet van Westerhoven;Jakob de Vries & Elizabet van Westerhoven;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Elizabet van;Westerhoven;Jakob de;Vries;Boeteman;;False;False;False;False;False;True;0;0
2418;KB;1697.0;Joannes van de Wall;Elsje van Aalstée;Joannes van de Wall & Elsje van Aalstée;;;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Elsje van;Aalstée;Joannes van de;Wall;;;False;False;False;False;True;True;0;0
2420;KB;1697.0;Abraham Graafman;Belytje van Mazeyk;Abraham Graafman & Belytje van Mazeyk;;;Delft;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Belytje van;Mazeyk;Abraham;Graafman;;;False;False;False;False;True;True;0;0
62;KB;1698.0;Jan Bruin;Hester Verhammen;Jan Bruin & Hester Verhammen;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Hester;Verhammen;Jan;Bruin;Boeteman;;False;False;False;False;False;True;0;0
312;KB;1698.0;Arend Copyn;Anna Grave;Arend Copyn & Anna Grave;Johannes Smets;Amsterdam;Rotterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Anna;Grave;Arend;Copyn;Johannes;Smets;False;False;False;False;False;False;0;0
313;KB;1698.0;Arnout Kops;Johanna Nobeling;Arnout Kops & Johanna Nobeling;Johannes Smets;Amsterdam;Den Haag;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Johanna;Nobeling;Arnout;Kops;Johannes;Smets;False;False;False;False;False;False;0;0
314;KB;1698.0;Adam van Rixtel;Johanna de Haan;Adam van Rixtel & Johanna de Haan;Johannes Smets;Amsterdam;Utrecht;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Johanna de;Haan;Adam van;Rixtel;Johannes;Smets;False;False;False;False;False;False;0;0
640;KB;1698.0;Matthys de Haan;Suzanna Teyler;Matthys de Haan & Suzanna Teyler;Boeteman;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Suzanna;Teyler;Matthys de;Haan;Boeteman;;False;False;False;False;False;True;0;0
643;KB;1698.0;Abraham van Halmael;Wynanda van Aken;Abraham van Halmael & Wynanda van Aken;Boeteman;Amsterdam;Rotterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Wynanda van;Aken;Abraham van;Halmael;Boeteman;;False;False;False;False;False;True;0;0
2424;KB;1698.0;Cornelis van der Seys;Sara Arends Schryver;Cornelis van der Seys & Sara Arends Schryver;;;;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Sara Arends;Schryver;Cornelis van der;Seys;;;False;False;False;False;True;True;0;0
2425;KB;1698.0;Jan van der Sys;Suzanna van der Hulst;Jan van der Sys & Suzanna van der Hulst;;;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Suzanna van der;Hulst;Jan van der;Sys;;;False;False;False;False;True;True;0;0
2426;KB;1698.0;Albertus Seba;Anna Lopes;Albertus Seba & Anna Lopes;;;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Anna;Lopes;Albertus;Seba;;;False;False;False;False;True;True;0;0
2427;KB;1698.0;Izaak Zuurlander;Sara van Vianen;Izaak Zuurlander & Sara van Vianen;;;;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Sara van;Vianen;Izaak;Zuurlander;;;False;False;False;False;True;True;0;0
639;KB;1699.0;Arnoud van Haalen;Margareta Rooleeuw;Arnoud van Haalen & Margareta Rooleeuw;Boeteman;Amsterdam;;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Margareta;Rooleeuw;Arnoud van;Haalen;Boeteman;;False;False;False;False;False;True;0;0
846;KB;1699.0;Leonard de Vogel;Johanna van Hoek;Leonard de Vogel & Johanna van Hoek;Boeteman;Amsterdam;Maassluis;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Johanna van;Hoek;Leonard de;Vogel;Boeteman;;False;False;False;False;False;True;0;0
1709;KB;1699.0;Lieve Geelvinck (1676-1743);Agatha Theodora van Bambeeck;Lieve Geelvinck (1676-1743) & Agatha Theodora van Bambeeck;Jacob van Royen;Amsterdam;Amsterdam;Willem van der Hoeven;;;;;;;;;;;;;;;;;;;;;;Willem van der Hoeven;1;Agatha Theodora van;Bambeeck;Lieve Geelvinck;(1676-1743);Jacob van;Royen;False;False;False;False;False;False;0;0
1870;KB;1699.0;Adriaan Spinniker;Sara Verduyn;Adriaan Spinniker & Sara Verduyn;Jacob de Veer;Amsterdam;Amsterdam;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Sara;Verduyn;Adriaan;Spinniker;Jacob de;Veer;False;False;False;False;False;False;0;0
2431;KB;1699.0;Cornelis Sweerts;Helena van Weerden;Cornelis Sweerts & Helena van Weerden;;;;Anthony Jansen;;;;;;;;;;;;;;;;;;;;;;Anthony Jansen;1;Helena van;Weerden;Cornelis;Sweerts;;;False;False;False;False;True;True;0;0
408;KB;1700.0;Nicolaas van Rijp;Jacoba van Emmenes;Nicolaas van Rijp & Jacoba van Emmenes;;;Amsterdam;Hendrik Snakenburg;;;;;;;;;;;;;;;;;;;;;;Hendrik Snakenburg;1;Jacoba van;Emmenes;Nicolaas van;Rijp;;;False;False;False;False;True;True;0;0
5;KB;1702.0;Herman Lufneu;Anna Amsincq;Herman Lufneu & Anna Amsincq;Barent Bos;Rotterdam;Wesel;David van Hoogstraten;Willem Rabus;;;;;;;;;;;;;;;;;;;;;David van Hoogstraten, Willem Rabus;2;Anna;Amsincq;Herman;Lufneu;Barent;Bos;False;False;False;False;False;False;0;0
6;KB;1702.0;Gerhart Franken;Katharyne Adelheit Moonen;Gerhart Franken & Katharyne Adelheit Moonen;Arnoldus Curtenius;Deventer;Amsterdam;Petrus Francius;Janus Broukhusius;David van Hoogstraten;H. van Wullen;J. Pastorius;Lucas Rotgans;François Halma;L. van Olst;Arnold Moonen;;;;;;;;;;;;;;Petrus Francius, Janus Broukhusius, David van Hoogstraten, H. van Wullen, J. Pastorius, Lucas Rotgans, François Halma, L. van Olst, Arnold Moonen;9;Katharyne Adelheit;Moonen;Gerhart;Franken;Arnoldus;Curtenius;True;False;False;False;False;False;1;0
1455;KB;1702.0;Claas Cornelisz Calff;Aafje Pieters;Claas Cornelisz Calff & Aafje Pieters;Johannes van Oosterwyk;Amsterdam;Amsterdam;Johannes van Oosterwyk;;;;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk;1;Aafje;Pieters;Claas Cornelisz;Calff;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
2447;KB;1702.0;Govard Bidloo;Alexandrina Schatter;Govard Bidloo & Alexandrina Schatter;;;Amsterdam;Hendrik Snakenburg;;;;;;;;;;;;;;;;;;;;;;Hendrik Snakenburg;1;Alexandrina;Schatter;Govard;Bidloo;;;False;False;False;False;True;True;0;0
17;KB;1703.0;Andreas Blankert;Constantia van Schooneveld;Andreas Blankert & Constantia van Schooneveld;Boeteman;Amsterdam;;Willem van der Hoeven;;;;;;;;;;;;;;;;;;;;;;Willem van der Hoeven;1;Constantia van;Schooneveld;Andreas;Blankert;Boeteman;;False;False;False;False;False;True;0;0
1457;KB;1703.0;Lodewyk de Veer;Hester van Halmael;Lodewyk de Veer & Hester van Halmael;Johannes van Oosterwyk;Amsterdam;Leiden;G. van Halmael;Hendrik van Halmael;Jan de Regt;Johannes van Oosterwyk;;;;;;;;;;;;;;;;;;;G. van Halmael, Hendrik van Halmael, Jan de Regt, Johannes van Oosterwyk;4;Hester van;Halmael;Lodewyk de;Veer;Johannes van;Oosterwyk;True;False;False;False;True;True;2;0
2448;KB;1703.0;Arnold Boonen;Anna Maria Matthaeus;Arnold Boonen & Anna Maria Matthaeus;;;Amsterdam;David van Hoogstraten;François Halma;;;;;;;;;;;;;;;;;;;;;David van Hoogstraten, François Halma;2;Anna Maria;Matthaeus;Arnold;Boonen;;;False;False;False;False;True;True;0;0
64;KB;1704.0;Gysbert Ostens;Elizabeth de Paauw;Gysbert Ostens & Elizabeth de Paauw;Jan van Damme;Leiden;;J.Cz Bremer;David van Hoogstraten;Willem Rabus;;;;;;;;;;;;;;;;;;;;J.Cz Bremer, David van Hoogstraten, Willem Rabus;3;Elizabeth de;Paauw;Gysbert;Ostens;Jan van;Damme;False;False;False;False;False;False;0;0
1458;KB;1705.0;David Amoury;Maria de Flines;David Amoury & Maria de Flines;Johannes van Oosterwyk;Amsterdam;Amsterdam;Ludolph Smids;Cornelis Sweerts;Johannes van Oosterwyk;Jan Goeree;;;;;;;;;;;;;;;;;;;Ludolph Smids, Cornelis Sweerts, Johannes van Oosterwyk, Jan Goeree;4;Maria de;Flines;David;Amoury;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1459;KB;1705.0;Mattheus Molshoek Bakker;Anna Bicker;Mattheus Molshoek Bakker & Anna Bicker;Johannes van Oosterwyk;Amsterdam;Den Haag;Johannes van Oosterwyk;;;;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk;1;Anna;Bicker;Mattheus Molshoek;Bakker;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
2455;KB;1705.0;Hieronimus van Heemskerk;Sophia van Rijp;Hieronimus van Heemskerk & Sophia van Rijp;;;Amsterdam;Hendrik Snakenburg;;;;;;;;;;;;;;;;;;;;;;Hendrik Snakenburg;1;Sophia van;Rijp;Hieronimus van;Heemskerk;;;False;False;False;False;True;True;0;0
3498;STCN;1705.0;Pieter Spranger;Alida Schippers;Pieter Spranger & Alida Schippers;Fredrik Helm;Amsterdam;;Willem van der Hoeven;;;;;;;;;;;;;;;;;;;;;;Willem van der Hoeven;1;Alida;Schippers;Pieter;Spranger;Fredrik;Helm;False;False;False;False;False;False;0;0
724;KB;1706.0;Hero Mooy;Catharina de Vlieger;Hero Mooy & Catharina de Vlieger;Boeteman;Amsterdam;Amsterdam;L. Kramp;Hendrik van de Gaete;Lambert van den Bosch;;;;;;;;;;;;;;;;;;;;L. Kramp, Hendrik van de Gaete, Lambert van den Bosch;3;Catharina de;Vlieger;Hero;Mooy;Boeteman;;False;False;False;False;False;True;0;0
997;KB;1706.0;Pieter Decker;Johanna de Nys;Pieter Decker & Johanna de Nys;Geldorp;Haarlem;Rotterdam;Jan Geldorp;Jacob Storm;Willem van der Hoeven;;;;;;;;;;;;;;;;;;;;Jan Geldorp, Jacob Storm, Willem van der Hoeven;3;Johanna de;Nys;Pieter;Decker;Geldorp;;False;False;False;False;True;True;0;0
1012;KB;1706.0;Pieter Vlaming;Wynanda Calkoen;Pieter Vlaming & Wynanda Calkoen;Goeree;Amsterdam;;Ludolph Smids;Matthaeus Brouërius van Nidek;Elie A.W. Des Pommare;Willem van der Hoeven;Jacob Voordaag;Hermanus van den Burg;Jan Goeree;;;;;;;;;;;;;;;;Ludolph Smids, Matthaeus Brouërius van Nidek, Elie A.W. Des Pommare, Willem van der Hoeven, Jacob Voordaag, Hermanus van den Burg, Jan Goeree;7;Wynanda;Calkoen;Pieter;Vlaming;Goeree;;False;False;False;False;True;True;0;0
1063;KB;1706.0;Hendrik van Vreede;Adriana Hennebo;Hendrik van Vreede & Adriana Hennebo;François Halma;Amsterdam;Amsterdam;François Halma;Willem van der Hoeven;Hendrik van de Goese;;;;;;;;;;;;;;;;;;;;François Halma, Willem van der Hoeven, Hendrik van de Goese;3;Adriana;Hennebo;Hendrik van;Vreede;François;Halma;False;False;False;False;True;True;0;0
1246;KB;1706.0;David van Gent;Johanna de Haan;David van Gent & Johanna de Haan;Lescailje;Amsterdam;Rotterdam;Jan Baptista Wellekens;;;;;;;;;;;;;;;;;;;;;;Jan Baptista Wellekens;1;Johanna de;Haan;David van;Gent;Lescailje;;False;False;False;False;False;True;0;0
1286;KB;1706.0;Isaac Snep;Cornelia Slagregen;Isaac Snep & Cornelia Slagregen;Lescailje;Amsterdam;Middelburg;Katharina Lescailje;Jacob Storm;Kornelis Boon van Engelant;Willem van der Hoeven;Hermanus van den Burg;;;;;;;;;;;;;;;;;;Katharina Lescailje, Jacob Storm, Kornelis Boon van Engelant, Willem van der Hoeven, Hermanus van den Burg;5;Cornelia;Slagregen;Isaac;Snep;Lescailje;;False;False;False;False;True;True;0;0
1289;KB;1706.0;Jacob van Lennep;Susanna Rutgers;Jacob van Lennep & Susanna Rutgers;Lescailje;Amsterdam;Hoorn;Katharina Lescailje;Gerrit Fortgens;Hermanus van den Burg;Ludolph Smids;Ysbrand Vincent;Jan Baptista Wellekens;G. van Halmael;;;;;;;;;;;;;;;;Katharina Lescailje, Gerrit Fortgens, Hermanus van den Burg, Ludolph Smids, Ysbrand Vincent, Jan Baptista Wellekens, G. van Halmael;7;Susanna;Rutgers;Jacob van;Lennep;Lescailje;;False;False;False;False;True;True;0;0
1710;KB;1706.0;Jean de Wolf;Margareta Verhammen;Jean de Wolf & Margareta Verhammen;Jacob van Royen;Amsterdam;Dordrecht;Ludolph Smids;J. Roeters;C. van Reyneveld;Willem van der Hoeven;Hendrik van de Gaete;;;;;;;;;;;;;;;;;;Ludolph Smids, J. Roeters, C. van Reyneveld, Willem van der Hoeven, Hendrik van de Gaete;5;Margareta;Verhammen;Jean de;Wolf;Jacob van;Royen;False;False;False;False;False;False;0;0
2047;KB;1706.0;Aarnoud Stokkelaar;Belida Kleinschol;Aarnoud Stokkelaar & Belida Kleinschol;;;Amsterdam;Claas Bruin;;;;;;;;;;;;;;;;;;;;;;Claas Bruin;1;Belida;Kleinschol;Aarnoud;Stokkelaar;;;False;False;False;False;True;True;0;0
2461;KB;1706.0;Gerard Muyser;Sara Muyser;Gerard Muyser & Sara Muyser;;;Deventer;Ludolph Smids;Jan Baptista Wellekens;Pieter Vlaming;Pierre A.W. Marin;Johannes van Oosterwyk;Hendrik van de Gaete;I.G.W.F.M.;Jan Goeree;;;;;;;;;;;;;;;Ludolph Smids, Jan Baptista Wellekens, Pieter Vlaming, Pierre A.W. Marin, Johannes van Oosterwyk, Hendrik van de Gaete, I.G.W.F.M., Jan Goeree;8;Sara;Muyser;Gerard;Muyser;;;False;False;False;False;True;True;0;0
2464;KB;1706.0;Willem Crucius;Alida Gronovius;Willem Crucius & Alida Gronovius;;;Amsterdam;Petrus Burman;Hendrik Snakenburg;Joan Jacob Mauricius;Govard Bidloo;Adriaan Pars;Siward Haverkamp;Joannes Fredericus Gronovius;Isaac de Visscher;;;;;;;;;;;;;;;Petrus Burman, Hendrik Snakenburg, Joan Jacob Mauricius, Govard Bidloo, Adriaan Pars, Siward Haverkamp, Joannes Fredericus Gronovius, Isaac de Visscher;8;Alida;Gronovius;Willem;Crucius;;;True;False;False;False;True;True;1;0
340;KB;1707.0;Cornelis Corn Calff;Grietje Claase Bloem;Cornelis Corn Calff & Grietje Claase Bloem;;;Utrecht;Johannes van Oosterwyk;;;;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk;1;Grietje Claase;Bloem;Cornelis Corn;Calff;;;False;False;False;False;True;True;0;0
453;KB;1707.0;Jacob van Lennep;Cornelia de Veer;Jacob van Lennep & Cornelia de Veer;Joannes de Wees;Amsterdam;Amsterdam;G. van Halmael;Hendrik van Halmael;Hester van Halmael;Jan de Regt;J.D.W.;Gerrit Fortgens;Willem van der Hoeven;;;;;;;;;;;;;;;;G. van Halmael, Hendrik van Halmael, Hester van Halmael, Jan de Regt, J.D.W., Gerrit Fortgens, Willem van der Hoeven;7;Cornelia de;Veer;Jacob van;Lennep;Joannes de;Wees;False;False;False;False;False;False;0;0
1014;KB;1707.0;Willem Vlaming;Katharina Theodora Beek;Willem Vlaming & Katharina Theodora Beek;Goeree;Amsterdam;;David van Hoogstraten;Kornelis Boon van Engelant;Jan Baptista Wellekens;A.W.;Daniel Willink;Jacob Voordaag;Willem van der Hoeven;Jan Goeree;;;;;;;;;;;;;;;David van Hoogstraten, Kornelis Boon van Engelant, Jan Baptista Wellekens, A.W., Daniel Willink, Jacob Voordaag, Willem van der Hoeven, Jan Goeree;8;Katharina Theodora;Beek;Willem;Vlaming;Goeree;;False;False;False;False;True;True;0;0
1064;KB;1707.0;Dirk Makreel;Margareta van Veen;Dirk Makreel & Margareta van Veen;François Halma;Amsterdam;Utrecht;Jan Baptista Wellekens;;;;;;;;;;;;;;;;;;;;;;Jan Baptista Wellekens;1;Margareta van;Veen;Dirk;Makreel;François;Halma;False;False;False;False;False;False;0;0
1077;KB;1707.0;Karel d' Amour;Geertruyd Gales;Karel d' Amour & Geertruyd Gales;Jacobus van Hardenberg;Amsterdam;Amsterdam;Hendrik Snakenburg;I.G.S.F.;;;;;;;;;;;;;;;;;;;;;Hendrik Snakenburg, I.G.S.F.;2;Geertruyd;Gales;Karel d';Amour;Jacobus van;Hardenberg;False;False;False;False;False;False;0;0
1295;KB;1707.0;Jan van Meekeren;Margareta Rutgers;Jan van Meekeren & Margareta Rutgers;Lescailje;Amsterdam;Amsterdam;Katharina Lescailje;J. Roeters;Cornelis van Eeke;Gerrit Fortgens;Herkules Bouman;W.S.;Willem van der Hoeven;G. van Halmael;Hermanus van den Burg;Pieter Vlaming;;;;;;;;;;;;;Katharina Lescailje, J. Roeters, Cornelis van Eeke, Gerrit Fortgens, Herkules Bouman, W.S., Willem van der Hoeven, G. van Halmael, Hermanus van den Burg, Pieter Vlaming;10;Margareta;Rutgers;Jan van;Meekeren;Lescailje;;False;False;False;False;True;True;0;0
1300;KB;1707.0;Matthys Westendorp;Elizabeth Hartsen;Matthys Westendorp & Elizabeth Hartsen;Lescailje;Amsterdam;Amsterdam;Katharina Lescailje;Herkules Bouman;Willem van der Hoeven;;;;;;;;;;;;;;;;;;;;Katharina Lescailje, Herkules Bouman, Willem van der Hoeven;3;Elizabeth;Hartsen;Matthys;Westendorp;Lescailje;;False;False;False;False;True;True;0;0
1301;KB;1707.0;Gerrit Fortgens;Anna Gryspeert;Gerrit Fortgens & Anna Gryspeert;Lescailje;Amsterdam;;Katharina Lescailje;Lucas Schermer;Willem van der Hoeven;Claas Bruin;;;;;;;;;;;;;;;;;;;Katharina Lescailje, Lucas Schermer, Willem van der Hoeven, Claas Bruin;4;Anna;Gryspeert;Gerrit;Fortgens;Lescailje;;False;False;False;False;True;True;0;0
2048;KB;1707.0;Jacob Slagregen;Agata van Gent;Jacob Slagregen & Agata van Gent;;;Amsterdam;Jan Baptista Wellekens;;;;;;;;;;;;;;;;;;;;;;Jan Baptista Wellekens;1;Agata van;Gent;Jacob;Slagregen;;;False;False;False;False;True;True;0;0
2467;KB;1707.0;Pieter Fries;Anna van der Steen;Pieter Fries & Anna van der Steen;;;;P. Kervel;Hendrik van de Gaete;;;;;;;;;;;;;;;;;;;;;P. Kervel, Hendrik van de Gaete;2;Anna van der;Steen;Pieter;Fries;;;False;False;False;False;True;True;0;0
