0;Datum;Jaar;Bruidegom;Bruid;Drukker;Plaats;Auteur1;Auteur2;Auteur3;Auteur4;Auteur5;Auteur6;Auteur7;Auteur8;Auteur9;Auteur10;Auteur11;Auteur12;Auteur13;Auteur14;Auteur15;Auteur16;Auteur17;Auteur18;Auteur19;Auteur20;Auteur21;Auteur22
198;1687-09-28;1687;Jakobus Kops;Elizabeth Barnaart;Boeteman;Amsterdam;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
199;1683-05-09;1683;Nikolaes Kops;Sara van Kazele;Boeteman;Amsterdam;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
200;1683-06-08;1683;Jan Copyn;Katarina Antwerpen;Boeteman;Leiden;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
201;1683-01-17;1683;Niklaes Kopyn;Maria Verschuure;Boeteman;Woerden;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
202;1673-11-29;1673;Arnout II Leers;Katharyne Soetens;Levijn van I Dijck;;M.S.;;;;;;;;;;;;;;;;;;;;;
203;1692-01-27;1692;Dirk van Lennep;Susanna Leeuw;Boeteman;Leiden;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
204;1695-05-29;1695;Stefanus van Leuvenig;Anna Kuiken;Boeteman;;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
205;1688-09-26;1688;Jan Jansen Louwe;Anna Roos;Boeteman;Amsterdam;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
209;1690-06-25;1690;Jan de Neufville;Joanna van Beeck;Boeteman;Amsterdam;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
211;1679-08-20;1679;Jan Nieuwenhove;Eva Blok;Johannes Dale;Amsterdam;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
212;1682-08-26;1682;Jakob Noë;Elizabet Verbrugge;Boeteman;Amsterdam;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
213;1696-05-20;1696;Justus de Haan;Johanna Linnich van Koppenol;Boeteman;Amsterdam;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
214;1695-07-12;1695;François van Halmael;Barbara van Wylik;Boeteman;Delft;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
215;1689-04-10;1689;Pieter van Halmael Adams;Suzanna Betrang;Boeteman;Amsterdam;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
216;1685-04-15;1685;David Roeters;Anna van der Meersch;Boeteman;;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
217;1679-06-27;1679;Gerard Rogge;Geertruit Konink;Johannes Dale;Dordrecht;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
219;1691-08-09;1691;Hendrik Oosterling;Kornelia de Veer;Boeteman;Amsterdam;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
220;1750-12-22;1750;Christian Scholten van Aschat;Johanna Catharina van Wesele;Jan Daniel Beman;;Johannes Verhaag ;;;;;;;;;;;;;;;;;;;;;
221;1682-06-07;1682;Joan van der Smisse;Katharina Barnaart;Boeteman;Delft;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
223;1724-06-06;1724;Petrus de Sterke;Eva van Meerten;Johan van Doesburg;Amsterdam;Johan van Doesburg ;Arnold Nachtegael Klemens ;Kornelis van Koeverden ;Abraham Elzevier ;;;;;;;;;;;;;;;;;;
224;1689-09-25;1689;Jacob Teyler;Magdalena de Haan;Boeteman;;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
225;1695-06-12;1695;Joan Jakobsz Teyler;Maria van Gelein;Boeteman;Amsterdam;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
228;1692-03-26;1692;Kornelis van Walre;Elizabet Roeters;Boeteman;Amsterdam;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
229;1692-07-17;1692;Laurens Willing;Anna Fries;Boeteman;Haarlem;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
230;1693-05-17;1693;Dirk Willink;Christina Kramer;Boeteman;Rotterdam;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
231;1693-05-17;1693;Dirk Willink;Christina Kramer;Boeteman;;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
232;1694-08-31;1694;Joan van Woensel;Margareta Noortdyk;Boeteman;Dordrecht;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
233;1695-04-24;1695;Salomon van Wylik;Christina Roeters;Boeteman;Dordrecht;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
235;1748-07-07;1748;Nicolaas Ypey;Elizabeth Helena Smit;Jacob Brouwer;Rotterdam;Joannes Pierson ;Carolus Limberger ;Ernst Willem Higt ;Jan Althuysen ;Joannes Cuperus ;Pibo Smit ;Johannes Henricus Andreae ;;; ;;;;;;;;;;;;
236;1695-03-22;1695;Jakob Paradys;Maria van Os;Boeteman;;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
238;1693-07-29;1693;Abraham Inses;Willemyna Stok;Boeteman;Amsterdam;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
239;1692-12-26;1692;Kornelis Vinkestein;Maiken Hooft;Boeteman;Amsterdam;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
240;1695-05-15;1695;Jacob van Beek;Gouda van Gent;Arentsz;;Isaac Feitama ;Eduard Feitama ;;;;;;;;;;;;;;;;;;;;
241;1670-05-25;1670;Kornelis Jansz Benningbroek;Elisabet Moyses;Cornelis Croock;;D. Cos ;;;;;;;;;;;;;;;;;;;;;
243;1644-04-05;1644;Cornelis Cabeljau;Elisabeth Maertens;Van Dorp;Leiden;J.H.;;;;;;;;;;;;;;;;;;;;;
244;1643-10-13;1643;Warnaer Coesvelt;Anna Kinth;Van Dorp;Amsterdam;P.K.;;;;;;;;;;;;;;;;;;;;;
245;1668-05-23;1668;Leonardus Comenick;Catarina Bidloo;Christoffel II Doll;Gouda;Simon Simonides ;;;;;;;;;;;;;;;;;;;;;
246;1640-04-17;1640;Jan Crauwelaer;Maria Malevesey;Willem Christiaens van der Boxe;;P. Weytens ;;;;;;;;;;;;;;;;;;;;;
248;1639-12-06;1639;Pieter Ardinoys;Maria Ouzeel;Willem Christiaens van der Boxe;;I.H.P.B.;;;;;;;;;;;;;;;;;;;;;
249;1615-06-07;1615;Wilhelm Luytsz van Kittensteyn;Maria Lambrechts Cocqus;Jan Andriesz;;;;;;;;;;;;;;;;;;;;;;;
250;1642-10-21;1642;Adriaen de Rijck;Maria Walckier;Jan Jansz van Dorp;Amsterdam;Wilhelmus Walckier ;P. van Maersche ;;;;;;;;;;;;;;;;;;;;
251;1642-01-26;1642;Petrus Roylandus;Margarita Dierten;Simon Cornelisz Brekegeest;Leiden;M.H.L.;G.V.H.;;;;;;;;;;;;;;;;;;;;
254;1645-10-10;1645;Claes van Toll;Jacomijntje de Vinder;Willem Christiaens van der Boxe;Amsterdam;Claes. van Toll ;;;;;;;;;;;;;;;;;;;;;
525;1755-06-22;1755;Hermanus van Aalst;Theodora van Hillegom;Theodorus Crajenschot;;Coenraad van Hillegom ;;;;;;;;;;;;;;;;;;;;;
526;1622-01-05;1622;Nicolaes Abeel;Claesgen Claes;Vincent I Casteleyn;;;;;;;;;;;;;;;;;;;;;;;
527;1739-01-07;1739;Hendrik Ackervelt;Anna Hanke;Petrus Dathenus;;Jacobus Willemsen ;Gerhard Step ;Petrus Andriessen de Dathenus ;Jakobus Waal ; ; ;;;;;;;;;;;;;;;;
528;;;Cornelis Aemilius;Johanna Maria van der Meulen Niellius;Jan van Beyeren;Den Haag;Jacob Josias Vryburgh van de Kapelle ;Jacob Lakeman ;Maarten Kind ;Guiliam Toussaint Domis ;;;;;;;;;;;;;;;;;;
529;1721-06-26;1721;Gerardus Aemilius;Elizabeth Antonia van der Meulen Niellius;Jan van Beyeren;;Jacob Josias Vryburgh van de Kapelle ;Jacob Lakeman ;Maarten Kind ;Guiliam Toussaint Domis ;;;;;;;;;;;;;;;;;;
530;1721-11-18;1721;Robertus Aemilius;Maria de Hennion;Jan van Beyeren;Scheveningen;Jacob Josias Vryburgh van de Kapelle ;Jacob Lakeman ;Maarten Kind ;Guiliam Toussaint Domis ;;;;;;;;;;;;;;;;;;
531;1745-10-19;1745;Johan van Alphen (1710-1750);Wilhelmina Lucia van Alphen;Johannes de Cros;Middelburg;;;;;;;;;;;;;;;;;;;;;;
532;1645-02-21;1645;Simon van Alphen;Magdalena de Hertoog;Willem Christiaens van der Boxe;Alkmaar;;;;;;;;;;;;;;;;;;;;;;
533;1759-04-17;1759;Louis André;Johanna van Maasland;Theodorus Crajenschot;Alkmaar;Sebastiaan Vin ;;;;;;;;;;;;;;;;;;;;;
534;1723-04-04;1723;Isaak Angelkot;Maria Carlier;Willem Barents;Schiedam;David van Hoogstraten ;Claas Bruin ;Jan Geldorp ;Harmanus Meyer ;Joannes Graafman ;J.S.D.;J.H.;;;;;;;;;;;;;;;
535;1697-02-05;1697;Everhart Arentzen;Katharyne van Aferen;Arnoldus Curtenius;;Arnold Moonen ;;;;;;;;;;;;;;;;;;;;;
536;1727-03-16;1727;Jacob van Arp;Anna Maria Hiddinck;Adriaan van Boekholt;Amsterdam;Jan van Leeuwen ;;;;;;;;;;;;;;;;;;;;;
537;1701-11-22;1701;Everardus Assenberg;Elisabeth Sasselee;Jan van Damme;;Hermannus Oosterdyk Schacht ;;;;;;;;;;;;;;;;;;;;;
538;1730-03-26;1730;Herman Aukema;Cornelia van Nieuwstadt;Reinier Beukelman;;A.A.;Curtius Nordingh Doitsma ;C.C.;J.A.T.;Pieter Straat ;Sigebertus Lakeman ;Ludovicus Ens ;Roelof Westerop ;Jacobus de Boer ;;;;;;;;;;;;;
539;1723-12-19;1723;Jacobus Baert;Petronella Engels;Pieter van den II Berge;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
540;1722-06-11;1722;Johan Baert;Anna Duisingh;Jan van Beyeren;;B. Zytsema ;Gerardus Kempher ;Jacob Lakeman ;Maarten Kind ;C. Lugt ; ;;;;;;;;;;;;;;;;
541;1690-04-18;1690;Herbert van Beaumont;Sara Maria Snels;Dirck Bockhoven;Amsterdam;Samuel Munckerus ;;;;;;;;;;;;;;;;;;;;;
542;1738-10-28;1738;Hendrik Pieter van Beek;Maria Aletta Vermande;Pieter de (wed) Kuyper Coup;Leimuiden;Lodewijk de Neufville ;Bruno J.W.P. Tideman ;van Beek ;Aarnout de Coup ;Jacobus van der Strengh ;Lucas Pater ;Abraham de Haen (1707-1748);Christina Leonora de Neufville ;; ;;;;;;;;;;;;
543;1668-03-18;1668;Dirck Dircksz Bel;Geertje Jacobs van der Putte;Jacob IJsbrantsz Bos;;;;;;;;;;;;;;;;;;;;;;;
544;1758-11-26;1758;Joannes Henricus Belleflam;Maria Gesiena Ruhoff;Theodorus Crajenschot;Haarlem;Jacobus Hermanus Belleflam ;Joannes Jacobus Jotzselaar ;Joannes Michaël Lageman ;;;;;;;;;;;;;;;;;;;
545;1715-03-12;1715;Engelbrecht van Berkel;Theodore Petronelle van Hoogendorp;Johan van Doesburg;;Johannes Obreen ;Johan van Doesburg ;;;;;;;;;;;;;;;;;;;;
546;1696-12-23;1696;Niklaas Beuns;Margareta Beuns;Boeteman;Delft;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
547;1757-01-17;1757;Hieronimus van Beurden;Elisabeth Houwert;Theodorus Crajenschot;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
548;1639-03-01;1639;Hendrik Bicker (1615-1651);Eva Geelvinck;Joost Broersz;Den Haag;;;;;;;;;;;;;;;;;;;;;;
549;1667-03-13;1667;Pieter Cornelisz Blauw;Liefje Jansd;Cornelis Croock;Amsterdam;J.D. V.J.D.S.H. Opperdoes ;;;;;;;;;;;;;;;;;;;;;
550;1620-10-11;1620;Jacob Jacobsen Blauwenhelm;Catharina Claes Roch;Jan Banningh;Medemblik;Elbert Dircksoon ;;;;;;;;;;;;;;;;;;;;;
551;1750-01-13;1750;Joannes Bloemen;Colomba Duyn;Theodorus Crajenschot;Leiden;T.J. Ewald ;;;;;;;;;;;;;;;;;;;;;
552;1723-09-12;1723;Jacob Hendrik Blydenberg;Wilmina van der Sluys;Willem Barents;Leiden;Gijsbert Tysens ;Dirk Dirkse Blom ;;;;;;;;;;;;;;;;;;;;
553;1750-04-29;1750;Caspar Boekholtz;Cornelia Margareta Camerbeek;Theodorus Crajenschot;Den Haag;D. Boekholtz ;Splinterus Françiscus Camerbeek ;;;;;;;;;;;;;;;;;;;;
554;1617-04-02;1617;Govert Boelisz;Margrieta Adriaens;Gerrit Hendricxsz van Breughel;Hoorn;;;;;;;;;;;;;;;;;;;;;;
555;1621-03-23;1621;Marcus Boerhaven;Christina Bochellion;Marten Jansz Brandt;Zaandam;;;;;;;;;;;;;;;;;;;;;;
556;1749-01-28;1749;Michiel van Bommel;Maria Ackerman;Theodorus Crajenschot;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
557;1723-02-19;1723;Lambertus Bondt;Anna Helena van der Sluys;Hendrik Bosch;Amsterdam;Gulliam van der Sluys ;Gijsbert Tysens ;D. Dubourg ;Adrianus van Teems ;Jan van Dinteren ;;Hendrik Bosch ;;;;; ;;;;;;;;;;
558;;;Abraham Booner;Cornelia Steen;Christoffel Cunradus;Leiden;Joannes G.L. Brandt ;;;;;;;;;;;;;;;;;;;;;
559;1709-06-16;1709;Willem ter Borch;Catharina Anna Muys van Holy;Robert Blokland;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
560;1709-06-16;1709;Willem ter Borch;Catharina Anna Muys van Holy;Robert Blokland;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
561;1745-07-07;1745;Abraham van den Bosch;Sara Willink;Jacob ter Beek;Amsterdam;C.A. van den Bosch ;Cornelis Isaaksz van den Bogaerd ;Dirk Willink ;Dirk van Beek ;J. van den Bosch ;;;;;; ; ;;;;;;;;;;
562;1709-05-29;1709;Jacob van den Bosch;Cornelia van Grein;Barent Bos;Amsterdam;Dirk Louweris van den Bosch ;Dirk Ariense van den Bosch ;Jan Pietersz Kruyf ;Jan Ariense Kruyf ;Ary Molenaar ;Dirk Jooste Buiteweg ;;;;;;;;;;;;;;;;
563;1753-09-29;1753;Rutgerus Braamcamp;Jacoba Francisca van Malsen;Theodorus Crajenschot;Den Haag;;;;;;;;;;;;;;;;;;;;;;
564;1756-11-30;1756;Jan Carel Bractearius;Anna Elisabeth de La Fontaine;Hendrik Willem Dronsberg;Middelburg;Abraham de Bucquoy ;Coenraad Hollebeek ;Hendrik Willem Dronsberg ;;;;;;;;;;;;;;;;;;;
565;1648-08-05;1648;Arnout van Brakel;Adriana Huysens;Ludolph Breeckevelt;Amsterdam;Conrad Romeling ;;;;;;;;;;;;;;;;;;;;;
566;1731-04-22;1731;Jacobus Brakenburg;Josyna van de Velde;Enschede;;;;;;;;;;;;;;;;;;;;;;;
567;1712-05-26;1712;Pieter van den Brande;Petronelle Geertruit van Berkel;"Caspar; Böhm Fritsch";Amsterdam;Joan de Haes ;;;;;;;;;;;;;;;;;;;;;
568;1712-05-26;1712;Pieter van den Brande;Petronelle Geertruit van Berkel;Reinier van Doesburg;Amsterdam;Johannes Obreen ;;;;;;;;;;;;;;;;;;;;;
569;1750-10-28;1750;Willem van Brienen;Anna de Jongh;Theodorus Crajenschot;Rotterdam;Arnoldus van Brienen ;Johannes van K.V.D. Brienen ;Henri Jean Roullaud ;;; ;;;;;;;;;;;;;;;;
570;1730-01-29;1730;Hendrik Brinkman;Anna Elisabeth Herfst;Bruyn;Amsterdam;Matthijs Herfst ;J. J.W. Croese ;Lucas Pater ;J. Ketelhoed ; ; ;;;;;;;;;;;;;;;;
571;1748-06-18;1748;Gerardus de Broen;Margareta Dronkemol;De Broen;Dordrecht;Gerred de Broen ;Jan Remery ;;;;;;;;;;;;;;;;;;;;
572;1717-06-22;1717;Adrianus Brouwer;Maria van der Werff;Joannes van Braam;Amsterdam;Joannes van Braam ;;;;;;;;;;;;;;;;;;;;;
573;1699-12-02;1699;Jozias de Bruin;Elizabeth Penning;Willem de Coup;Groningen Emden;François de Kaarsgieter ;;;;;;;;;;;;;;;;;;;;;
574;1729-11-13;1729;Jeremias Henricus Brunings;Froukje Fopma;Gerrit Bouman;Amsterdam;Johannes Meyer ;;;;;;;;;;;;;;;;;;;;;
575;1708-02-08;1708;Jan de Bruyn;Elisabeth Vingerhoedt;Joannes van Braam;;François van Bochoven ;Joannes van Braam ;Blasius van Slingeland ;;;;;;;;;;;;;;;;;;;
576;1757-05-17;1757;Jelmer de Bruyn;Anna Maria Slebosch;Hendrik Willem Dronsberg;Rotterdam;Justus de Bruyn ;Joan Stouw ;Willem de Bruyn ;Ahazueer van den Berg ;Adriaan Kluit ;;;;;;; ;;;;;;;;;;
577;1749-02-04;1749;Willem de Bruyn;Maria Geertruyda van der Linden;Theodorus Crajenschot;Amsterdam;Pieter Coeymans ;Js Liphart ;;;;;;;;;;;;;;;;;;;;
578;1638-04-11;1638;Barent ter Burch;Margareta Opze;Joost Broersz;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
579;1751-06-01;1751;Franc van der Burch;Anthonia Josina van der Goes;Reinier Boitet;;Reinier Boitet ;Nicolaas van der Dussen ;Joan Bols ten Oever ;Wilhelm Musketier ;Jan Frederik Parvé ;Abraham Haverkamp ;;; ; ;;;;;;;;;;;;
580;1754-07-02;1754;Wessel van Buren;Elisabeth Rynders;Theodorus Crajenschot;Middelburg;Sara van Buren ;Cunera van Zee ;;;;;;;;;;;;;;;;;;;;
581;1757-02-01;1757;Rudolph de Burlett;Anna Blarie;Jacobus Bosch;Amsterdam;E.M. de Burlett ;Maria de Burlett ;Adriana Jacoba de Burlett ;Anna Elizabeth Harderwyk ;Everard de Burlett de jonge;Daniël de Burlett ;Marcus Tim ;J.v.D.;N.z.;J.v.V.;Adrianus van Assendelft ;Jacobus Jaspersen Brasser ;;;;;;;;;;
582;1732-02-03;1732;Hobbe van Burmania;Helena Amerentiana Lucia van Unia;Tobias van Dessel;Amsterdam;Roelof Roukema ;;;;;;;;;;;;;;;;;;;;;
583;1615-03-01;1615;Claas Adriaensz Buyk;Aaltjen Jacobsd Calven;Gerrit Hendricxsz van Breughel;;;;;;;;;;;;;;;;;;;;;;;
584;1697-04-07;1697;Adriaan van Buylaard;Katharina van den Tempel;Boeteman;Middelburg;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
585;1748-04-16;1748;Pieter van Buytene;Maria van Spyk;Theodorus Crajenschot;Amsterdam;J. Houtman ;;;;;;;;;;;;;;;;;;;;;
586;1758-02-07;1758;Cornelis Caan;Maria Elisabeth Recxstoot;Johan Bakker;Utrecht;Marinus I.T.L.G. Smytegelt ;;;;;;;;;;;;;;;;;;;;;
587;1724-03-11;1724;Pieter Calkberner;Cornelia Rademaker;Hendrik Bosch;Amsterdam;Hendrik Bosch ;;;;;;;;;;;;;;;;;;;;;
588;1638-06-15;1638;Johannes Casteleyn;Geertruyd Walschaerts;Joost Broersz;Amsterdam;Jacob Leendertsz ;;;;;;;;;;;;;;;;;;;;;
589;1643-04-07;1643;Johannes Casteleyn;Swaentjen Arents Paauw;Vincent I Casteleyn;Amsterdam;R. van Poele ;;;;;;;;;;;;;;;;;;;;;
590;1707-04-27;1707;George Clifford;Johanna Bouwens;Andries van Damme;;J. Danburg ;;;;;;;;;;;;;;;;;;;;;
591;1757-01-09;1757;Cornelis Albertus Cock;Johanna Margaretha Bout;Theodorus Crajenschot;;Johannes Bout ;Schelte Albertse Cock ;;;;;;;;;;;;;;;;;;;;
592;1717-01-24;1717;Jan Cockey;Judith Raillard;Hendrik Blank;Amsterdam;M. Cockey ;;;;;;;;;;;;;;;;;;;;;
593;1644-04-05;1644;Jasper Coeymans;Elyzabeth van Soldt;Joost Broersz;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
594;1688-12-28;1688;Joannes Casparusz Commelin;Geertruid Mergelkamp;Caspar Commelin;Amsterdam;Laurens Bake van Wulverhorst ;Jacobus de Vryer ;J. de Wit ;A. van den Bogaard ;Frans Ryk ;Thomas Arendsz ; ;;; ;;;;;;;;;;;;
595;1741-11-28;1741;Petrus Conradi;Christina van der Valk;De Broen;Amsterdam;Johannes M.C.V.H. Schrader ;Magdalena Reen geb. Pollius ;;;;;;;;;;;;;;;;;;;;
596;1631-02-23;1631;Hieronymus Cools;Maria Mauritius;Pieter Jansz van Campen;Amsterdam;Joannes Cools ;;;;;;;;;;;;;;;;;;;;;
597;1739-10-00;1739;Obbo Copinga;Sara Johanna Smoock;Pieter Bandsma;Amsterdam;Henricus Gockinga ;;;;;;;;;;;;;;;;;;;;;
598;1749-11-26;1749;Jan van Cralingen;Elisabeth de Bruyn;De Broen;Amsterdam;Gerred de Broen ;Clara de Bruyn ;Jacob P.B.B. Freni ;Jacob Campen ;Pieter van den Bosch ;;;;;;;;;;;;;;;;;
599;1736-10-30;1736;Jan Hendrik Cramer;Clara Maria Christoffers;De Broen;Amsterdam;Gerard Bouricius ;Jacob Coenraadsz Christoffers ;C. Christoffers ;Lambert van den Broek ;Jan Christoffers ;;;;;;; ;;;;;;;;;;
600;1697-11-10;1697;Joannes Danser;Catharina van der Meersch;Boeteman;Amsterdam;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
601;1634-03-07;1634;Gerret Danys;Maeyken Hendericks;Vincent I Casteleyn;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
602;1742-09-26;1742;Arnout Dederiks;Sara Susanna Couck;De Broen;;J.H. J.C.;;;;;;;;;;;;;;;;;;;;;
603;1757-05-04;1757;Joannes Franciscus Delsing;Maria Catharina van Houtum;Theodorus Crajenschot;Amsterdam;E.F. Pelgrom ;Reynier van Houtum ;Lucas Pater ;Henri Jean Roullaud ;;;;;;;;;;;;;;;;;;
604;1629-01-14;1629;Daniel Des Ruelles;Willemtge van Bengevoort;Jacob Aertsz Colom;;B. Des Ruelles ;Jacob Jansz Colevelt ;;;;;;;;;;;;;;;;;;;;
605;1639-03-22;1639;Aernout Dieprinck;Aeltjen Lenaerts;Joost Broersz;Amsterdam;de Boer ;;;;;;;;;;;;;;;;;;;;;
606;1648-08-02;1648;Johannes Dierten;Adriana Kessels;Simon Cornelisz Brekegeest;Arnhem;;;;;;;;;;;;;;;;;;;;;;
607;1611-02-06;1611;Jan Pietersz van Dijck;Aefgen Jans Ops;Hendrick Barentsz;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
608;1721-06-03;1721;Jan van Dinteren;Susanna Coleprys;Willem Barents;Amsterdam;George Wetstein ;Jan van Dinteren ;;;;;;;;;;;;;;;;;;;;
609;1660-01-18;1660;Willem Dirksz;Guurtje Pieters;Rem Jansz Boerman;;J.D. Rompel ;;;;;;;;;;;;;;;;;;;;;
610;1651-04-25;1651;Gillis van Dulken;Janneken de Buus;Boeteman;Amsterdam;Jacob Steendam ;;;;;;;;;;;;;;;;;;;;;
611;1727-07-16;1727;Zacharias van Dulmen;Cornelia Wibbert;Jacob ter Beek;Amsterdam;Petrus J.M. Smids ;;;;;;;;;;;;;;;;;;;;;
612;1692-05-08;1692;Damiaan van Duren;Barbera Strockels;Arnoldus Curtenius;;D. van Setten ;;;;;;;;;;;;;;;;;;;;;
613;1651-10-28;1651;Eylardus van Duren;Jakoba van Boekholt;Jan Colomp;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
614;1723-03-15;1723;Cornelis van der Dussen;Margareta Berck;Joannes van Braam;Amsterdam;Cornelis Vrolikhert ;Joannes van Braam ;;;;;;;;;;;;;;;;;;;;
615;1732-12-29;1732;Jacob van der Dussen (1710-1772);Catharina van Vredenburg;Reinier Boitet;Amsterdam;Gerardus Schroder ;Jacob Pompe van Meerdervoort ;Johannes Anthonius van Kinschot ;Diderik van Bleiswyk ;Hubert Kornelisz Poot ;Nicolaas van der Dussen (1718-1770);; ; ;;;;;;;;;;;;;
616;1642-01-05;1642;Wouter van der Dussen;Johanna de Jong;Matthijs (wed) Bastiaensz;;;;;;;;;;;;;;;;;;;;;;;
617;1640-02-07;1640;Salomon Echtenius;Magdalena Clock;Marten Jansz Brandt;Leiden;Henricus Du Rulaeus ;Jacobus Bois ;;;;;;;;;;;;;;;;;;;;
618;1718-06-30;1718;Jacob Eck;Aletta van de Wall;Johann (erven) Cattepoel;;W. W.E. Eck ;;;;;;;;;;;;;;;;;;;;;
619;1718-06-30;1718;Jacob Eck;Aletta van de Wall;Johann (erven) Cattepoel;;J.C.A. J.H.B.R.;;;;;;;;;;;;;;;;;;;;;
620;1683-05-16;1683;Egbert Edens;Elizabet de Flines;Barent Bos;Alkmaar;Joannes Antonides van der Goes ;;;;;;;;;;;;;;;;;;;;;
621;1695-12-06;1695;Jakobus Erkelens;Joanna Françoise de Baats;Herman Aeltsz;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
622;1748-10-13;1748;Theodorus Henricus Erkelens;Maria Sasselee;Theodorus Crajenschot;Leiden;J.E. Sasselee ;;;;;;;;;;;;;;;;;;;;;
623;1662-03-28;1662;Jan Janssen Ernst;Hillegontje Pieters;Abraham Jacobsz van der Beeck;Amsterdam;Ocke Jeyes ;;;;;;;;;;;;;;;;;;;;;
624;1734-01-19;1734;Lukas van Esbeek;Maria Hurgronje;Petrus Dathenus;Utrecht;Maximiliaan Vermeere ;Petrus Dathenus ;;;;;;;;;;;;;;;;;;;;
625;1733-11-01;1733;Henricus Fagel (1706-1790);Catharina Anna Sluysken;Isaac Beauregard;Vlissingen;H. de La Riviere ;;;;;;;;;;;;;;;;;;;;;
626;1717-07-28;1717;Cornelis van Gaasbeecq;Johanna Aletta Beernink;Johannis van Bosvelt;Muiden;Jacobus de Groot ;;;;;;;;;;;;;;;;;;;;;
627;1673-10-29;1673;Jaspar van Gent;Gouda Willing;Broer en Jan Appelaer;De Rijp;Philippe Serrurier ;;;;;;;;;;;;;;;;;;;;;
628;1614-04-20;1614;Jan Geurtsz;Machteltgen Claes;Gerrit Hendricxsz van Breughel;;;;;;;;;;;;;;;;;;;;;;;
629;1632-02-03;1632;Joost Ghijs;Janneken de Hont;Willem Christiaens van der Boxe;Rotterdam;;;;;;;;;;;;;;;;;;;;;;
630;1695-04-10;1695;Jacob Alewynsz Ghysen;Juliana van der Schelling;Boeteman;;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
631;1758-05-28;1758;Jacob Louis Gilles;Geertrudis Maria Roest;Theodorus Crajenschot;Amsterdam;C.J. Gilles ;;;;;;;;;;;;;;;;;;;;;
632;1752-09-12;1752;Jean Philip Gillis;Maria Agnes Michel;Theodorus Crajenschot;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
633;1760-02-06;1760;Jaques Giraudet;Esther Pecheur;Theodorus Crajenschot;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
634;1723-01-17;1723;Jeronimus van Goor;Geertruda Kleene;Willem Barents;Amsterdam;D. Kleene ;Jan van Dinteren ;Jacobus de George Swaan ;Gijsbert Tysens ;;;;;;;;;;;;;;;;;;
635;1633-11-01;1633;Cornelis de Graeff;Geertruid Overlander;Blaeu;Amsterdam;Caspar Barlaeus ;;;;;;;;;;;;;;;;;;;;;
636;1720-07-15;1720;Abraham Gronovius;Dorothea Wynanda van Wyck;Thomas Appels;Hoorn;Balthazar Huydecoper ;;;;;;;;;;;;;;;;;;;;;
637;1642-01-12;1642;Outger Maertensz Groot;Maria Cornelisd Berckhout;Isaac Willemsz van der Beeck;Amsterdam;I. Groot ;;;;;;;;;;;;;;;;;;;;;
638;1677-04-06;1677;Pieter Haak van Hoven;Margareta Tael;Johannes Dale;Leiden;;;;;;;;;;;;;;;;;;;;;;
